Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Geographic Area Name_x,Area_Type,Tract_x,Plurality Race,Tract_y, !!Total:!!Population of one race:!!White alone_PROPORTION, !!Total:!!Population of one race:!!Black or African American alone_PROPORTION, !!Total:!!Population of one race:!!American Indian and Alaska Native alone_PROPORTION, !!Total:!!Population of one race:!!Asian alone_PROPORTION, !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone_PROPORTION, !!Total:!!Population of one race:!!Some Other Race alone_PROPORTION,FIPS Code 2020,California Census tracts,Number of people in state prison from each Census tract 2020,"Census population, 2020","Total population, 2020","Imprisonment rate per 100,000",Geographic Area Name_y,Estimate!!Total!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 16 years and over!!AGE!!16 to 19 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency),Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
135.03,13.0,135.03,Urban,135.03,White,135.03,0.4393644617380026,0.1262970168612192,0.011348897535667963,0.058203631647211415,0.008592736705577173,0.16472114137483787,6073013503,135.03,16,"6,168","6,184",259,135.03,4713,7.3,315,3089,159,770,1440,720
135.04,7.3,135.04,Urban,135.04,White,135.04,0.48349363140109175,0.12269300753834156,0.009617884065505589,0.11541460878606706,0.010657655315830517,0.09591889784247466,6073013504,135.04,5,"3,847","3,852",130,135.04,3336,6.7,295,2140,108,170,1077,785
135.05,12.7,135.05,Urban,135.05,White,135.05,0.5045454545454545,0.12094861660079051,0.011462450592885375,0.05059288537549407,0.008893280632411068,0.12391304347826088,6073013505,135.05,14,"5,060","5,074",276,135.05,5147,11.3,407,3570,238,657,1503,1172
135.06,12.8,135.06,Urban,135.06,White,135.06,0.399366802351877,0.08548168249660787,0.009724106739032113,0.06829488919041157,0.005427408412483039,0.2862957937584803,6073013506,135.06,7,"4,422","4,429",158,135.06,3171,3.0,221,2064,300,536,804,424
136.01,11.5,136.01,Urban,136.01,White,136.01,0.5798591281172664,0.07690843327622311,0.007805063773082048,0.03997715591090805,0.005139920045688178,0.10698648391395393,6073013601,136.01,10,"5,253","5,263",190,136.01,4582,10.3,281,3100,253,409,1428,1010
136.04,7.1,136.04,Urban,136.04,White,136.04,0.7464833759590793,0.04251918158567775,0.003516624040920716,0.04235933503836317,0.0038363171355498722,0.06170076726342711,6073013604,136.04,8,"6,256","6,264",128,136.04,4795,2.8,181,3034,20,454,1187,1373
136.05,5.9,136.05,Urban,136.05,White,136.05,0.7618883528600965,0.028256374913852515,0.009820813232253619,0.0432460372157133,0.002584424534803584,0.03652653342522398,6073013605,136.05,16,"5,804","5,820",275,136.05,5189,6.5,220,3199,88,411,947,1753
136.07,21.3,136.07,Urban,136.07,White,136.07,0.5936210131332083,0.1200750469043152,0.006378986866791745,0.051407129455909945,0.00450281425891182,0.07917448405253283,6073013607,136.07,4,"2,665","2,669",150,136.07,1917,13.4,88,1153,105,164,439,445
136.08,5.1,136.08,Urban,136.08,White,136.08,0.6875,0.04990118577075099,0.007658102766798419,0.06126482213438735,0.0066699604743083,0.052865612648221344,6073013608,136.08,3,"4,048","4,051",74,136.08,3155,3.0,265,1845,82,302,884,577
137.01,6.9,137.01,Urban,137.01,White,137.01,0.6816074188562596,0.023956723338485315,0.00463678516228748,0.044435857805255025,0.006955177743431221,0.09119010819165378,6073013701,137.01,5,"2,588","2,593",193,137.01,2126,3.5,155,1314,38,207,463,606
137.02,8.2,137.02,Urban,137.02,White,137.02,0.3336347197106691,0.11482820976491863,0.015551537070524412,0.07088607594936709,0.010669077757685353,0.24792043399638336,6073013702,137.02,20,"5,530","5,550",360,137.02,3986,9.4,201,2830,335,629,1233,633
138.01,15.5,138.01,Urban,138.01,White,138.01,0.48667439165701043,0.0824642719196601,0.01100811123986095,0.06025492468134415,0.008111239860950173,0.17072228659714175,6073013801,138.01,22,"5,178","5,200",423,138.01,4263,5.2,352,2740,275,611,978,876
138.02,12.7,138.02,Urban,138.02,Some Other Race,138.02,0.2959830866807611,0.10450015101177892,0.012684989429175475,0.05919661733615222,0.005738447598912715,0.3023255813953488,6073013802,138.02,11,"3,311","3,322",331,138.02,2337,3.6,250,1706,332,463,661,250
139.03,4.5,139.03,Urban,139.03,White,139.03,0.3213649096002037,0.07435701553348611,0.01833460656990069,0.13216195569136746,0.009931245225362872,0.2434428316781258,6073013903,139.03,13,"3,927","3,940",330,139.03,3215,10.7,283,1757,259,266,796,436
139.05,5.2,139.05,Urban,139.05,White,139.05,0.3827130264446621,0.1579333986287953,0.011508325171400588,0.10479921645445642,0.010039177277179236,0.151077375122429,6073013905,139.05,13,"4,084","4,097",317,139.05,3085,4.6,194,2375,46,519,880,930
139.06,19.5,139.06,Urban,139.06,White,139.06,0.3369587109768379,0.13756294058408863,0.021148036253776436,0.062235649546827795,0.006646525679758308,0.24390735146022155,6073013906,139.06,21,"4,965","4,986",421,139.06,4084,5.9,149,2849,182,832,1047,788
139.07,19.9,139.07,Urban,139.07,Some Other Race,139.07,0.2228901178167829,0.14787208463572973,0.0175522962250541,0.06395768213512863,0.006972830007213273,0.38326520798268815,6073013907,139.07,18,"4,159","4,177",431,139.07,2828,11.3,243,2057,588,421,678,370
139.08,13.7,139.08,Urban,139.08,Some Other Race,139.08,0.22734138972809667,0.09365558912386707,0.0216515609264854,0.08937562940584089,0.004531722054380665,0.32779456193353473,6073013908,139.08,18,"3,972","3,990",451,139.08,3192,9.4,168,2465,227,911,790,537
139.09,8.6,139.09,Urban,139.09,Some Other Race,139.09,0.2769298827692988,0.08759124087591241,0.013271400132714002,0.08869719088697191,0.0035390400353904005,0.3003760230037602,6073013909,139.09,13,"4,521","4,534",287,139.09,4531,2.1,237,3204,542,724,1384,554
140.01,9.1,140.01,Urban,140.01,White,140.01,0.38089455575794373,0.09714632665452337,0.012345679012345678,0.08277676583687513,0.01092896174863388,0.215745800445254,6073014001,140.01,16,"4,941","4,957",323,140.01,3781,12.0,188,2787,532,626,1250,379
140.02,10.9,140.02,Urban,140.02,White,140.02,0.3523654159869494,0.11116289909112095,0.020508040083896527,0.109531577720811,0.004893964110929853,0.204847354928921,6073014002,140.02,20,"4,291","4,311",464,140.02,3725,6.6,186,2480,323,528,992,637
141.01,10.7,141.01,Urban,141.01,White,141.01,0.38712179984484096,0.05352986811481769,0.013705715024566847,0.07447633824670287,0.0062063615205585725,0.24747866563227308,6073014101,141.01,15,"3,867","3,882",386,141.01,2792,5.0,119,1904,267,362,912,363
142.0,7.3,142.0,Urban,142.0,White,142.0,0.36395511921458623,0.10715287517531556,0.015007012622720898,0.11051893408134643,0.013043478260869565,0.214726507713885,6073014200,142.0,26,"7,130","7,156",363,142.0,5214,10.1,471,3492,555,1030,1281,626
143.0,12.1,143.0,Urban,143.0,White,143.0,0.3482436189032095,0.09426333080616629,0.011372251705837756,0.09401061410159212,0.006823351023502654,0.24513520343694717,6073014300,143.0,18,"3,957","3,975",453,143.0,2954,5.4,172,1985,414,511,753,307
144.0,22.5,144.0,Urban,144.0,White,144.0,0.2822014051522248,0.24660421545667446,0.011007025761124122,0.047072599531615925,0.0117096018735363,0.2679156908665105,6073014400,144.0,26,"4,270","4,296",605,144.0,3143,9.4,149,2050,474,415,817,344
146.02,5.3,146.02,Urban,146.02,White,146.02,0.5864953080375357,0.08588331293349653,0.00795593635250918,0.09689922480620156,0.006527947776417789,0.0740514075887393,6073014602,146.02,7,"4,902","4,909",143,146.02,4329,8.7,149,2807,156,522,1053,1076
147.01,10.9,147.01,Urban,147.01,White,147.01,0.5965389369592089,0.04969097651421508,0.014833127317676144,0.06724351050679851,0.011124845488257108,0.10210135970333746,6073014701,147.01,10,"4,045","4,055",247,147.01,3074,2.7,90,2172,43,234,1166,729
147.02,17.9,147.02,Urban,147.02,White,147.02,0.5784383109223874,0.05048360462373201,0.010615711252653927,0.07808445388063222,0.0033026657230478887,0.09530549657938193,6073014702,147.02,17,"4,239","4,256",399,147.02,3597,3.2,106,2541,361,474,618,1088
148.03,14.1,148.03,Urban,148.03,White,148.03,0.6287638668779715,0.06358954041204437,0.010499207606973059,0.06240095087163233,0.00832012678288431,0.07389064976228209,6073014803,148.03,7,"5,048","5,055",138,148.03,3910,5.3,334,2322,70,212,1006,1034
148.04,9.6,148.04,Urban,148.04,White,148.04,0.6628160418482999,0.0507846556233653,0.00959023539668701,0.056015693112467305,0.004795117698343505,0.06625980819529206,6073014804,148.04,10,"4,588","4,598",217,148.04,3660,8.5,138,2413,158,493,764,998
148.05,9.9,148.05,Urban,148.05,White,148.05,0.6167711598746082,0.07562695924764891,0.006269592476489028,0.0789576802507837,0.004898119122257054,0.08189655172413793,6073014805,148.05,11,"5,104","5,115",215,148.05,3891,8.4,21,2987,5,517,1084,1381
148.06,14.0,148.06,Urban,148.06,White,148.06,0.4710496824803885,0.12551363466567053,0.014942099364960777,0.07471049682480388,0.007844602166604408,0.153903623459096,6073014806,148.06,8,"2,677","2,685",298,148.06,2845,4.0,7,2070,238,363,851,618
149.01,12.8,149.01,Urban,149.01,White,149.01,0.6105018979333614,0.07697174188106284,0.006748207507380852,0.04597216364403205,0.004850274145929988,0.08435259384226065,6073014901,149.01,12,"4,742","4,754",252,149.01,3525,9.8,198,2252,84,231,1028,909
149.02,13.9,149.02,Urban,149.02,White,149.02,0.6517964071856287,0.045508982035928146,0.015568862275449102,0.040419161676646706,0.0023952095808383233,0.08532934131736528,6073014902,149.02,6,"3,340","3,346",179,149.02,2563,7.0,63,1934,104,398,630,802
150.01,29.0,150.01,Urban,150.01,White,150.01,0.6334420121099208,0.035398230088495575,0.011644154634373545,0.07079646017699115,0.0030274802049371215,0.08197484862598975,6073015001,150.01,12,"4,294","4,306",279,150.01,3178,8.0,143,2253,179,300,756,1018
150.02,6.6,150.02,Urban,150.02,White,150.02,0.5684764991896273,0.11628849270664506,0.006077795786061589,0.06280388978930308,0.008103727714748784,0.11345218800648298,6073015002,150.02,3,"2,468","2,471",121,150.02,2217,11.7,60,1329,178,227,490,434
151.0,6.2,151.0,Urban,151.0,White,151.0,0.6605467970464977,0.04909199760526841,0.009578926362003592,0.05108760726401916,0.005388146078627021,0.0754340451007783,6073015100,151.0,9,"5,011","5,020",179,151.0,3713,3.4,163,2737,67,559,1160,951
152.0,2.6,152.0,Urban,152.0,White,152.0,0.752400202122284,0.021222839818089943,0.007326932794340576,0.03865588681152097,0.0007579585649317837,0.03436078827690753,6073015200,152.0,6,"3,958","3,964",151,152.0,3368,5.1,99,2236,94,429,649,1064
153.01,15.8,153.01,Urban,153.01,White,153.01,0.575197889182058,0.048372911169744945,0.008208736440926415,0.0633245382585752,0.006449721489299325,0.16153620639108765,6073015301,153.01,15,"3,411","3,426",438,153.01,3020,13.8,130,2347,194,620,941,592
153.02,5.8,153.02,Urban,153.02,White,153.02,0.6806795905031584,0.043999128730124154,0.0058810716619472885,0.05989980396427794,0.003485079503376171,0.081681550860379,6073015302,153.02,13,"4,591","4,604",282,153.02,3748,6.6,123,2295,216,359,656,1064
154.03,2.5,154.03,Urban,154.03,White,154.03,0.812573673870334,0.01925343811394892,0.0011787819253438114,0.028683693516699412,0.0019646365422396855,0.03025540275049116,6073015403,154.03,4,"2,545","2,549",157,154.03,2157,3.9,88,1338,17,156,434,731
154.05,5.8,154.05,Urban,154.05,White,154.05,0.7600334448160535,0.0225752508361204,0.006354515050167224,0.0274247491638796,0.0026755852842809363,0.07040133779264214,6073015405,154.05,12,"5,980","5,992",200,154.05,4403,3.2,323,2795,202,550,1049,994
154.06,1.8,154.06,Urban,154.06,White,154.06,0.825,0.013492063492063493,0.00873015873015873,0.023412698412698413,0.0015873015873015873,0.025396825396825397,6073015406,154.06,6,"2,520","2,526",238,154.06,2240,3.7,165,1318,72,223,477,546
154.07,27.6,154.07,Urban,154.07,White,154.07,0.6914179967615082,0.049271339347675226,0.00994679620633819,0.037011334721258386,0.0037011334721258385,0.09414758269720101,6073015407,154.07,11,"4,323","4,334",254,154.07,2681,7.6,133,1893,218,468,895,312
154.08,4.1,154.08,Urban,154.08,White,154.08,0.7298925858003668,0.04532355252816348,0.005501702908042965,0.03536809012313335,0.0036678019386953103,0.0675923500130993,6073015408,154.08,8,"3,817","3,825",209,154.08,3334,2.6,88,2099,157,617,686,639
155.01,7.7,155.01,Urban,155.01,White,155.01,0.7319491208380098,0.012345679012345678,0.01328095772540217,0.020014964459408903,0.0037411148522259632,0.07669285447063225,6073015501,155.01,22,"5,346","5,368",410,155.01,4609,4.5,411,2986,247,748,1073,918
155.02,8.0,155.02,Rural,155.02,White,155.02,0.7176271186440678,0.013898305084745762,0.05423728813559322,0.016610169491525422,0.0013559322033898306,0.0576271186440678,6073015502,155.02,7,"2,950","2,957",237,155.02,2545,7.4,210,1584,75,354,680,475
156.01,11.9,156.01,Urban,156.01,White,156.01,0.656782334384858,0.04526813880126183,0.012460567823343848,0.031545741324921134,0.003943217665615142,0.12145110410094637,6073015601,156.01,17,"6,340","6,357",267,156.01,4672,5.2,266,3100,292,784,1106,918
156.02,7.4,156.02,Urban,156.02,White,156.02,0.7621359223300971,0.012540453074433657,0.007686084142394822,0.029935275080906147,0.006472491909385114,0.042071197411003236,6073015602,156.02,4,"2,472","2,476",162,156.02,2244,7.5,192,1376,76,235,627,438
157.01,44.3,157.01,Urban,157.01,White,157.01,0.45901891434722436,0.10779640166077195,0.011840688912809472,0.0605874211902199,0.005382131324004306,0.219283407658004,6073015701,157.01,20,"6,503","6,523",307,157.01,4628,8.3,318,3412,361,1481,968,602
157.04,8.7,157.04,Urban,157.04,White,157.04,0.5733713533669664,0.06032024566790963,0.00877385391533231,0.04759815749067778,0.003509541566132924,0.18227681509102872,6073015704,157.04,11,"4,559","4,570",241,157.04,3371,3.4,253,2026,215,723,733,355
157.05,24.9,157.05,Urban,157.05,White,157.05,0.6068660022148394,0.08217054263565891,0.013510520487264673,0.04673311184939092,0.007530454042081949,0.13399778516057587,6073015705,157.05,20,"4,515","4,535",441,157.05,2751,9.6,117,1873,397,512,676,288
157.06,41.6,157.06,Urban,157.06,White,157.06,0.5208249090173878,0.06712494945410433,0.009704811969268095,0.04933279417711282,0.0020218358269308533,0.21633643348160128,6073015706,157.06,13,"2,473","2,486",523,157.06,1835,18.2,85,1175,410,388,261,116
158.01,18.5,158.01,Urban,158.01,White,158.01,0.4745635910224439,0.11645885286783042,0.012967581047381545,0.06209476309226933,0.006234413965087282,0.18104738154613467,6073015801,158.01,24,"4,010","4,034",595,158.01,2784,8.3,201,2043,273,744,597,429
158.02,16.3,158.02,Urban,158.02,White,158.02,0.5808633379749354,0.06166699820966779,0.008155957827730256,0.03680127312512433,0.0023871096081161725,0.1738611497911279,6073015802,158.02,20,"5,027","5,047",396,158.02,4046,11.7,171,2607,690,907,782,228
159.01,26.6,159.01,Urban,159.01,White,159.01,0.3293380550258785,0.10623808226641242,0.021792427131571777,0.058567147916099155,0.006537728139471534,0.3195314628166712,6073015901,159.01,16,"3,671","3,687",434,159.01,2813,6.3,269,2012,545,677,577,213
159.02,22.0,159.02,Urban,159.02,White,159.02,0.5134831460674157,0.07097378277153558,0.013670411985018727,0.04681647940074907,0.006367041198501872,0.19382022471910113,6073015902,159.02,21,"5,340","5,361",392,159.02,3949,8.8,315,2822,445,922,1065,390
160.0,13.0,160.0,Urban,160.0,White,160.0,0.5844748858447488,0.06506849315068493,0.014840182648401826,0.0334855403348554,0.004185692541856925,0.1343226788432268,6073016000,160.0,12,"2,628","2,640",455,160.0,1868,11.3,144,1267,120,328,397,422
161.0,4.5,161.0,Urban,161.0,White,161.0,0.6412952762477049,0.04890669337339342,0.01185110999833083,0.0499081956267735,0.004506760140210316,0.08829911533967619,6073016100,161.0,8,"5,991","5,999",133,161.0,5314,2.1,206,3487,355,801,1537,794
162.01,1.7,162.01,Urban,162.01,White,162.01,0.7338378022701102,0.01858858364862642,0.006086527389373252,0.0475407139332127,0.006909031090639908,0.05264023688106596,6073016201,162.01,17,"6,079","6,096",279,162.01,3994,7.6,165,2649,67,362,1088,1132
162.02,19.4,162.02,Urban,162.02,White,162.02,0.46163986290535197,0.1363037173741102,0.015818613234906406,0.05800158186132349,0.006854732401792776,0.15423147904033746,6073016202,162.02,24,"3,793","3,817",629,162.02,3053,8.6,236,2216,166,651,821,578
163.01,29.0,163.01,Urban,163.01,White,163.01,0.5071389842761612,0.08819808422194109,0.0115669618651726,0.05458160130128321,0.004337610699439725,0.1651906741369962,6073016301,163.01,18,"5,533","5,551",324,163.01,3932,12.0,334,2944,486,991,1056,411
163.02,32.5,163.02,Urban,163.02,White,163.02,0.5111304347826087,0.0937391304347826,0.010782608695652174,0.05408695652173913,0.0020869565217391303,0.1608695652173913,6073016302,163.02,25,"5,750","5,775",433,163.02,4562,6.5,442,3432,905,876,1033,618
164.01,12.9,164.01,Urban,164.01,White,164.01,0.6663528525701374,0.03558651854641311,0.008284692148371305,0.04744869139521747,0.003954057616268123,0.0971568442854453,6073016401,164.01,12,"5,311","5,323",225,164.01,4319,3.1,192,2872,151,728,1111,882
164.03,16.4,164.03,Urban,164.03,White,164.03,0.6802009208874006,0.035789033068229385,0.011511092507325241,0.04081205525324404,0.0031393888656341567,0.10318124738384261,6073016403,164.03,16,"4,778","4,794",334,164.03,3982,9.2,113,2699,203,591,1080,825
164.04,22.2,164.04,Urban,164.04,White,164.04,0.5062695924764891,0.061442006269592474,0.010344827586206896,0.05893416927899686,0.0040752351097178684,0.1987460815047022,6073016404,164.04,13,"3,190","3,203",406,164.04,2889,24.6,359,1783,341,733,564,145
165.02,23.8,165.02,Urban,165.02,White,165.02,0.5890523999449869,0.060514372163388806,0.011965341768670059,0.03644615596204098,0.006326502544354284,0.1415211112639252,6073016502,165.02,28,"7,271","7,299",384,165.02,6062,2.6,446,3865,599,1475,1240,551
165.03,16.4,165.03,Urban,165.03,White,165.03,0.6174738219895288,0.05922774869109947,0.014397905759162303,0.028468586387434554,0.007198952879581152,0.1099476439790576,6073016503,165.03,8,"3,056","3,064",261,165.03,2286,12.9,227,1701,185,543,691,282
165.04,13.6,165.04,Urban,165.04,White,165.04,0.4237902663505787,0.10905034165388369,0.013945056477478734,0.04253242225631014,0.007809231627388091,0.23650815785803933,6073016504,165.04,27,"7,171","7,198",375,165.04,5693,11.5,417,3976,885,1370,1144,577
166.06,4.7,166.06,Urban,166.06,White,166.06,0.7002237136465325,0.010626398210290829,0.00587248322147651,0.06711409395973154,0.010626398210290829,0.062360178970917224,6073016606,166.06,5,"3,576","3,581",140,166.06,3003,6.9,229,2011,110,382,721,798
166.07,5.9,166.07,Urban,166.07,White,166.07,0.7153705526648854,0.018844044438194346,0.007171987062297849,0.05639150611728308,0.003656307129798903,0.06525101954718042,6073016607,166.07,15,"7,111","7,126",211,166.07,5424,2.9,300,3330,192,843,1321,974
166.08,7.6,166.08,Urban,166.08,White,166.08,0.7943434343434344,0.006868686868686869,0.0044444444444444444,0.0298989898989899,0.0024242424242424242,0.029494949494949494,6073016608,166.08,7,"2,475","2,482",282,166.08,2148,3.1,101,1602,83,489,698,332
166.09,7.5,166.09,Urban,166.09,White,166.09,0.7552102376599634,0.010420475319926873,0.008957952468007313,0.0356489945155393,0.004753199268738574,0.041681901279707494,6073016609,166.09,14,"5,470","5,484",255,166.09,4511,5.8,345,3263,181,684,1551,847
166.1,12.3,166.1,Urban,166.1,White,166.1,0.6940470696815875,0.02284263959390863,0.00853714813105676,0.044993077988001846,0.004845408398707891,0.07683433317951084,6073016610,166.1,12,"4,334","4,346",276,166.1,3508,5.5,385,2538,86,564,1083,805
166.13,5.9,166.13,Urban,166.13,White,166.13,0.7053838484546361,0.014456630109670987,0.0014955134596211367,0.05333998005982054,0.0014955134596211367,0.06679960119641076,6073016613,166.13,4,"2,006","2,010",199,166.13,1494,14.8,118,1021,35,260,457,269
166.14,17.6,166.14,Urban,166.14,White,166.14,0.7030376670716889,0.013608748481166465,0.007776427703523694,0.056622114216281896,0.0053462940461725394,0.05759416767922236,6073016614,166.14,4,"4,115","4,119",97,166.14,2917,7.4,231,2171,138,436,825,772
166.15,5.6,166.15,Urban,166.15,White,166.15,0.605890603085554,0.05493221131369799,0.007713884992987377,0.06872370266479663,0.002805049088359046,0.15614773258532025,6073016615,166.15,8,"4,278","4,286",187,166.15,3902,3.4,155,3036,321,1027,1109,579
166.16,10.8,166.16,Urban,166.16,White,166.16,0.6630727762803235,0.03481581311769991,0.0076370170709793355,0.05323450134770889,0.006738544474393531,0.0880503144654088,6073016616,166.16,11,"4,452","4,463",246,166.16,3057,9.5,255,1972,136,518,831,487
166.17,13.7,166.17,Urban,166.17,White,166.17,0.6276056338028169,0.02676056338028169,0.008732394366197183,0.06366197183098592,0.010140845070422535,0.11211267605633803,6073016617,166.17,17,"3,550","3,567",477,166.17,3011,7.1,101,1867,145,696,581,445
166.18,7.1,166.18,Urban,166.18,White,166.18,0.6936914111983785,0.03344312135799341,0.010894350139346339,0.046871041297187735,0.00354699771978718,0.06105903217633646,6073016618,166.18,12,"3,947","3,959",303,166.18,2603,6.5,83,1791,13,554,616,608
166.19,7.3,166.19,Urban,166.19,White,166.19,0.6531905594405595,0.02819055944055944,0.005681818181818182,0.08369755244755245,0.00590034965034965,0.06927447552447552,6073016619,166.19,10,"4,576","4,586",218,166.19,3536,4.6,71,2110,47,585,840,638
166.2,6.8,166.2,Urban,166.2,White,166.2,0.7210960960960962,0.013513513513513514,0.007882882882882882,0.03753753753753754,0.008258258258258258,0.06156156156156156,6073016620,166.2,5,"2,664","2,669",187,166.2,2023,3.7,112,1353,97,265,555,436
166.21,7.8,166.21,Urban,166.21,White,166.21,0.6944824441404469,0.007523939808481532,0.00364797081623347,0.09689922480620156,0.006155950752393981,0.0476516187870497,6073016621,166.21,11,"4,386","4,397",250,166.21,2770,3.5,116,1994,53,311,913,717
167.03,2.2,167.03,Urban,167.03,White,167.03,0.6741818181818182,0.018545454545454546,0.014545454545454545,0.043272727272727275,0.007272727272727273,0.09854545454545455,6073016703,167.03,9,"2,750","2,759",326,167.03,2152,8.7,168,1601,197,229,591,584
167.04,6.8,167.04,Urban,167.04,White,167.04,0.6880401449679397,0.0275996654586005,0.009339280735991079,0.053805408419291885,0.0036241984945637024,0.07136883189294675,6073016704,167.04,15,"7,174","7,189",209,167.04,5366,4.9,423,3446,121,775,1233,1317
167.05,9.4,167.05,Urban,167.05,White,167.05,0.6461438755670771,0.04234175847915316,0.014041909699719161,0.028299848779434002,0.005832793259883344,0.11363145387772737,6073016705,167.05,12,"4,629","4,641",259,167.05,3510,6.2,137,2349,361,777,796,415
167.06,23.1,167.06,Urban,167.06,White,167.06,0.7336480107889414,0.011463250168577209,0.01820633850303439,0.026298044504383007,0.0026972353337828725,0.07619689817936615,6073016706,167.06,9,"2,966","2,975",303,167.06,2995,10.3,336,1653,151,539,674,289
168.04,9.2,168.04,Urban,168.04,White,168.04,0.6117510029765757,0.04193089167852983,0.013718131228160993,0.026271515465251714,0.006600232949398214,0.1301928303351883,6073016804,168.04,34,"7,727","7,761",438,168.04,6494,10.8,493,4120,497,959,1926,738
168.06,5.6,168.06,Urban,168.06,White,168.06,0.6147467503361721,0.022411474675033616,0.011878081577767817,0.026445540116539667,0.00470640968175706,0.16696548632900046,6073016806,168.06,12,"4,462","4,474",268,168.06,3468,3.9,189,2399,144,1044,881,330
168.07,3.4,168.07,Urban,168.07,White,168.07,0.6850914752822109,0.027247956403269755,0.009082652134423252,0.029842999870247827,0.0020760347735824577,0.10315297781237835,6073016807,168.07,13,"7,707","7,720",168,168.07,6533,6.0,446,4526,334,1325,1851,1016
168.09,8.0,168.09,Urban,168.09,White,168.09,0.660006605019815,0.026750330250990752,0.008421400264200792,0.040620871862615586,0.002311756935270806,0.08768163804491413,6073016809,168.09,7,"6,056","6,063",115,168.09,4202,4.6,332,2653,194,670,1174,615
168.1,6.4,168.1,Urban,168.1,White,168.1,0.7581412367361874,0.008415660446395901,0.007317965605561654,0.027442371020856202,0.0007317965605561653,0.042810098792535674,6073016810,168.1,13,"2,733","2,746",473,168.1,2281,3.9,96,1518,111,340,585,482
168.11,10.2,168.11,Urban,168.11,White,168.11,0.7258926662390421,0.008338678640153944,0.012828736369467608,0.027367970921530895,0.0006414368184733803,0.08894590549497541,6073016811,168.11,13,"4,677","4,690",277,168.11,3726,7.7,195,2394,168,770,973,483
168.12,9.6,168.12,Urban,168.12,White,168.12,0.7917990181923188,0.007796708056598325,0.00837424198671672,0.014149581287900665,0.0040427375108287615,0.06006352873231302,6073016812,168.12,6,"3,463","3,469",173,168.12,3002,5.3,181,1661,74,609,661,317
168.13,5.9,168.13,Urban,168.13,White,168.13,0.8067422260970648,0.00929962220284801,0.0031967451322290033,0.01888985759953502,0.002906131938390003,0.04475443185120605,6073016813,168.13,11,"3,441","3,452",319,168.13,2636,4.1,149,1450,117,323,656,354
169.01,5.9,169.01,Urban,169.01,White,169.01,0.7408895663017875,0.045863932381876124,0.006373839545517528,0.018982956907302204,0.0018013024802549535,0.05473188305390051,6073016901,169.01,19,"7,217","7,236",263,169.01,6253,4.5,74,4203,305,1101,1633,1164
169.02,10.4,169.02,Rural,169.02,White,169.02,0.5573770491803278,0.00819672131147541,0.22014051522248243,0.01327088212334114,0.00078064012490242,0.07572209211553474,6073016902,169.02,8,"2,562","2,570",311,169.02,2214,3.0,190,1475,195,567,397,316
170.06,1.1,170.06,Urban,170.06,White,170.06,0.7746238030095759,0.006155950752393981,0.006155950752393981,0.08686730506155951,0.0010259917920656635,0.01709986320109439,6073017006,170.06,3,"2,924","2,927",102,170.06,2745,6.9,76,1637,56,164,305,1112
170.09,6.6,170.09,Urban,170.09,White,170.09,0.6017402945113789,0.011601963409192326,0.010486390004462293,0.11468094600624722,0.0029004908522980814,0.11378848728246319,6073017009,170.09,4,"4,482","4,486",89,170.09,3515,4.8,153,2441,156,388,824,1073
170.1,1.8,170.1,Urban,170.1,White,170.1,0.6270096463022508,0.01639871382636656,0.006430868167202572,0.13311897106109324,0.00482315112540193,0.04983922829581994,6073017010,170.1,4,"3,110","3,114",128,170.1,2654,6.6,134,1794,83,165,530,1016
170.14,5.0,170.14,Urban,170.14,White,170.14,0.8219013237063778,0.012033694344163659,0.002807862013638187,0.08904933814681107,0.0024067388688327317,0.014039310068190935,6073017014,170.14,7,"2,493","2,500",280,170.14,2788,7.2,0,585,0,149,109,327
170.18,7.6,170.18,Urban,170.18,White,170.18,0.4268848940166354,0.02897773007781057,0.006171183257311511,0.31929165548698685,0.004829621679635095,0.07110276361685001,6073017018,170.18,6,"3,727","3,733",161,170.18,3557,3.0,285,2602,39,246,776,1541
170.2,2.6,170.2,Urban,170.2,White,170.2,0.738585047666834,0.008780732563973909,0.0022579026593075764,0.09407927747114903,0.0015052684395383843,0.023582538886101356,6073017020,170.2,7,"3,986","3,993",175,170.2,3047,4.1,226,1771,14,172,367,1218
170.21,6.4,170.21,Urban,170.21,White,170.21,0.7752985543683218,0.010685103708359522,0.00502828409805154,0.07950974230043997,0.0006285355122564425,0.016656191074795726,6073017021,170.21,3,"3,182","3,185",94,170.21,3260,8.8,96,1940,269,197,447,1027
