Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Geographic Area Name_x,Area_Type,Tract_x,Plurality Race,Tract_y, !!Total:!!Population of one race:!!White alone_PROPORTION, !!Total:!!Population of one race:!!Black or African American alone_PROPORTION, !!Total:!!Population of one race:!!American Indian and Alaska Native alone_PROPORTION, !!Total:!!Population of one race:!!Asian alone_PROPORTION, !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone_PROPORTION, !!Total:!!Population of one race:!!Some Other Race alone_PROPORTION,FIPS Code 2020,California Census tracts,Number of people in state prison from each Census tract 2020,"Census population, 2020","Total population, 2020","Imprisonment rate per 100,000",Geographic Area Name_y,Estimate!!Total!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 16 years and over!!AGE!!16 to 19 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency),Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
3019.02,16.0,3019.02,Urban,3019.02,White,3019.02,0.6630573248407643,0.015605095541401274,0.006369426751592357,0.13121019108280255,0.0,0.08853503184713375,6037301902,3019.02,5,"3,140","3,145",159,3019.02,2876,17.9,81,1910,106,629,461,714
3020.02,28.1,3020.02,Urban,3020.02,White,3020.02,0.6775887943971985,0.01900950475237619,0.004752376188094047,0.14307153576788395,0.0025012506253126563,0.06953476738369184,6037302002,3020.02,14,"3,998","4,012",349,3020.02,3412,11.7,80,2505,124,674,722,985
3020.03,18.4,3020.03,Urban,3020.03,White,3020.03,0.7339816933638444,0.01887871853546911,0.0011441647597254005,0.11441647597254005,0.0017162471395881006,0.06378718535469108,6037302003,3020.03,8,"3,496","3,504",228,3020.03,3195,3.3,98,2156,71,700,550,835
3020.04,19.8,3020.04,Urban,3020.04,White,3020.04,0.6526946107784432,0.015808383233532935,0.004790419161676647,0.14562874251497007,0.0,0.08335329341317366,6037302004,3020.04,14,"4,175","4,189",334,3020.04,3666,5.6,191,2543,329,635,749,830
3021.02,5.1,3021.02,Urban,3021.02,White,3021.02,0.6106735251567272,0.013824144028291272,0.008198038900498313,0.16380003214917216,0.0008037293039704227,0.09628677061565664,6037302102,3021.02,13,"6,221","6,234",209,3021.02,5363,5.6,155,3798,77,495,824,2402
3021.03,25.2,3021.03,Urban,3021.03,White,3021.03,0.6151106111736033,0.010311211098612674,0.0074990626171728535,0.18597675290588678,0.0003749531308586427,0.10348706411698538,6037302103,3021.03,13,"5,334","5,347",243,3021.03,4530,12.3,115,2945,289,679,905,1072
3021.04,13.8,3021.04,Urban,3021.04,White,3021.04,0.47758486654573723,0.025913449080072558,0.010106245141228298,0.2409950764446748,0.0005182689816014512,0.13500906970717802,6037302104,3021.04,7,"3,859","3,866",181,3021.04,3004,7.2,68,2168,216,507,448,997
3022.01,26.1,3022.01,Urban,3022.01,White,3022.01,0.7062484441125217,0.02290266367936271,0.004480955937266617,0.11625591237241722,0.0,0.0826487428429176,6037302201,3022.01,5,"4,017","4,022",124,3022.01,3380,4.6,68,2078,172,497,440,969
3022.02,27.9,3022.02,Urban,3022.02,White,3022.02,0.6488951956213258,0.013581998783701602,0.004459760794648287,0.11169673626596392,0.000608149199270221,0.14372592742752888,6037302202,3022.02,9,"4,933","4,942",182,3022.02,4632,4.4,305,2945,471,801,749,924
3023.01,17.6,3023.01,Urban,3023.01,White,3023.01,0.5452155625657203,0.030757097791798107,0.012355415352260778,0.21398527865404837,0.0015772870662460567,0.11277602523659307,6037302301,3023.01,12,"3,804","3,816",314,3023.01,3289,9.6,83,2443,135,552,682,1074
3023.02,17.9,3023.02,Urban,3023.02,White,3023.02,0.48052427542920434,0.0461510060919328,0.011814657559534798,0.16835887022337087,0.0007384160974709249,0.18995754107439541,6037302302,3023.02,14,"5,417","5,431",258,3023.02,4341,8.2,150,3109,486,825,751,1047
3024.01,22.9,3024.01,Urban,3024.01,White,3024.01,0.5283775447254782,0.025447254780999382,0.010024676125848241,0.15438001233806292,0.0016964836520666255,0.17628007402837753,6037302401,3024.01,18,"6,484","6,502",277,3024.01,6479,12.6,380,4898,928,1109,1173,1688
3025.03,22.7,3025.03,Urban,3025.03,White,3025.03,0.6532036898529046,0.010471204188481676,0.007728745948641236,0.10695587135377711,0.0002493143854400399,0.137372226377462,6037302503,3025.03,11,"4,011","4,022",274,3025.03,3450,13.8,57,2208,134,618,701,755
3025.04,19.8,3025.04,Urban,3025.04,White,3025.04,0.5856888209829386,0.008148714031066972,0.00789406671759613,0.11790170613700025,0.0007639419404125286,0.1711229946524064,6037302504,3025.04,16,"3,927","3,943",406,3025.04,3290,10.6,204,2268,221,770,709,568
3025.05,20.1,3025.05,Urban,3025.05,White,3025.05,0.5323951141795008,0.017525225703664365,0.020446096654275093,0.12347318109399893,0.0015932023366967605,0.1970260223048327,6037302505,3025.05,9,"3,766","3,775",238,3025.05,3857,5.8,251,2580,708,584,808,480
3025.06,19.3,3025.06,Urban,3025.06,White,3025.06,0.6208211143695015,0.026979472140762465,0.007038123167155425,0.10381231671554252,0.0002932551319648094,0.14310850439882697,6037302506,3025.06,10,"3,410","3,420",292,3025.06,3048,6.7,157,2091,209,436,512,934
3101.0,9.9,3101.0,Urban,3101.0,White,3101.0,0.7396771452846219,0.008156329651656755,0.0027187765505522514,0.11894647408666101,0.0008496176720475786,0.02735768903993203,6037310100,3101.0,14,"5,885","5,899",237,3101.0,4368,5.1,99,2916,113,215,816,1772
3102.01,6.5,3102.01,Urban,3102.01,White,3102.01,0.704401376562217,0.01974280021735193,0.004165911972468755,0.12968665096902735,0.003260278934975548,0.0492664372396305,6037310201,3102.01,10,"5,521","5,531",181,3102.01,4931,9.9,339,3048,38,471,958,1581
3102.02,9.5,3102.02,Urban,3102.02,White,3102.02,0.7484327603640041,0.021031344792719918,0.0058645096056622855,0.0788675429726997,0.0004044489383215369,0.0525783619817998,6037310202,3102.02,11,"4,945","4,956",222,3102.02,4071,7.3,205,2662,56,413,1026,1167
3103.0,5.4,3103.0,Urban,3103.0,White,3103.0,0.6960408684546615,0.005747126436781609,0.0019157088122605363,0.17401021711366538,0.0015964240102171138,0.024265644955300127,6037310300,3103.0,13,"3,132","3,145",413,3103.0,2391,6.9,80,1666,65,237,346,1018
3104.0,4.2,3104.0,Urban,3104.0,White,3104.0,0.6526019690576652,0.013220815752461323,0.006469760900140647,0.11251758087201125,0.0008438818565400844,0.07313642756680731,6037310400,3104.0,5,"3,555","3,560",140,3104.0,2687,5.5,124,1791,29,286,576,900
3105.01,9.8,3105.01,Urban,3105.01,White,3105.01,0.3901795142555438,0.04091869060190074,0.01399155227032735,0.11985216473072861,0.0021119324181626186,0.23891235480464626,6037310501,3105.01,15,"3,788","3,803",394,3105.01,3203,6.5,90,2420,275,643,935,567
3106.01,18.2,3106.01,Urban,3106.01,White,3106.01,0.48709942481511914,0.047822514379622025,0.010517666392769104,0.17173377156943304,0.0003286770747740345,0.14248151191454397,6037310601,3106.01,7,"6,085","6,092",115,3106.01,5276,6.8,298,3990,322,648,1108,1912
3106.02,5.2,3106.02,Urban,3106.02,White,3106.02,0.5933694181326117,0.02198917456021651,0.009472259810554804,0.14986468200270636,0.0,0.08525033829499323,6037310602,3106.02,24,"2,956","2,980",805,3106.02,2293,5.5,95,1564,54,157,483,870
3107.01,25.7,3107.01,Urban,3107.01,White,3107.01,0.6954069298952458,0.028605962933118453,0.0064464141821112,0.09307010475423046,0.00040290088638195,0.07655116841257051,6037310701,3107.01,5,"2,482","2,487",201,3107.01,1898,8.6,51,1005,20,131,372,482
3107.03,15.9,3107.03,Urban,3107.03,White,3107.03,0.6738197424892703,0.031018337885290674,0.00351150994927819,0.10105345298478345,0.0003901677721420211,0.07998439328911432,6037310703,3107.03,16,"5,126","5,142",311,3107.03,3825,2.9,262,2525,46,384,994,1101
3107.04,14.2,3107.04,Urban,3107.04,White,3107.04,0.6460212467428342,0.05091200641411105,0.0072158749248346366,0.1188614952896372,0.0012026458208057728,0.07536580477049509,6037310704,3107.04,12,"4,989","5,001",240,3107.04,3711,10.3,111,2604,294,276,692,1342
3107.05,25.7,3107.05,Urban,3107.05,White,3107.05,0.6816087138667783,0.048177628822790114,0.005027230833682447,0.11981566820276497,0.0008378718056137411,0.059907834101382486,6037310705,3107.05,6,"2,387","2,393",251,3107.05,2080,1.1,63,1214,17,44,399,754
3108.0,13.4,3108.0,Urban,3108.0,White,3108.0,0.5780698313063947,0.03315025500196155,0.01039623381718321,0.09748921145547274,0.0011769321302471558,0.10670851314240878,6037310800,3108.0,19,"5,098","5,117",371,3108.0,4478,4.4,291,3244,68,338,1315,1523
3109.0,5.3,3109.0,Urban,3109.0,White,3109.0,0.5385055007858266,0.0177168166880983,0.011858836976710958,0.13659094156308044,0.000714387769681383,0.12216030861551651,6037310900,3109.0,16,"6,999","7,015",228,3109.0,5103,8.6,221,3641,203,580,1365,1493
3111.0,16.4,3111.0,Urban,3111.0,White,3111.0,0.4952618453865337,0.0172069825436409,0.004987531172069825,0.1281795511221945,0.0007481296758104738,0.15935162094763092,6037311100,3111.0,7,"4,010","4,017",174,3111.0,3437,6.6,208,2455,283,321,776,1075
3112.0,6.1,3112.0,Urban,3112.0,White,3112.0,0.6018348623853211,0.023547400611620795,0.011620795107033639,0.09480122324159021,0.0015290519877675841,0.10733944954128441,6037311200,3112.0,6,"3,270","3,276",183,3112.0,2773,5.1,89,1885,14,387,626,858
3113.0,6.5,3113.0,Urban,3113.0,White,3113.0,0.6177077955601445,0.017552916881775942,0.00619514713474445,0.09060402684563758,0.0,0.10118740320082602,6037311300,3113.0,15,"3,874","3,889",386,3113.0,3226,5.7,58,2343,64,356,698,1225
3114.0,3.5,3114.0,Urban,3114.0,White,3114.0,0.6813365933170334,0.015077424612876936,0.004889975550122249,0.09616951915240424,0.0008149959250203749,0.06234718826405868,6037311400,3114.0,6,"2,454","2,460",244,3114.0,1895,7.7,76,1352,26,102,400,824
3115.0,4.7,3115.0,Urban,3115.0,White,3115.0,0.6181388279006924,0.022462421888194563,0.007093396385745651,0.10910319202837358,0.0013511231210944098,0.08984968755277825,6037311500,3115.0,10,"5,921","5,931",169,3115.0,4974,6.6,476,3641,196,232,1133,2080
3116.01,2.5,3116.01,Urban,3116.01,White,3116.01,0.6860189573459715,0.04186413902053712,0.004344391785150079,0.08214849921011058,0.0,0.07148499210110584,6037311601,3116.01,5,"2,532","2,537",197,3116.01,1787,5.2,74,1356,66,219,415,656
3116.02,22.1,3116.02,Urban,3116.02,White,3116.02,0.628854206318995,0.056338028169014086,0.006851922344880091,0.13018652455272173,0.0022839741149600305,0.05652835934526075,6037311602,3116.02,9,"5,254","5,263",171,3116.02,4021,10.7,116,2632,38,204,583,1807
3117.0,5.2,3117.0,Urban,3117.0,White,3117.0,0.6537658583587602,0.026658101814678016,0.0073871848402119805,0.10550827043520154,0.0009635458487233017,0.07419303035169424,6037311700,3117.0,17,"6,227","6,244",272,3117.0,5236,6.6,269,3477,144,556,945,1832
3118.01,14.7,3118.01,Urban,3118.01,White,3118.01,0.5032615786040444,0.03979125896934116,0.010763209393346379,0.08871493803000652,0.0,0.2009132420091324,6037311801,3118.01,9,"3,066","3,075",293,3118.01,2542,1.9,220,1851,173,201,717,760
3118.02,5.8,3118.02,Urban,3118.02,White,3118.02,0.38598299407369235,0.04818345787168256,0.013913939706261274,0.11414583870136563,0.001030662200463798,0.2738984797732543,6037311802,3118.02,10,"3,881","3,891",257,3118.02,3582,5.3,261,2819,198,557,772,1292
3201.01,3.4,3201.01,Urban,3201.01,Some Other Race,3201.01,0.197136563876652,0.013215859030837005,0.024504405286343612,0.023127753303964757,0.0011013215859030838,0.49642070484581496,6037320101,3201.01,18,"3,632","3,650",493,3201.01,3058,7.5,194,2098,446,698,534,420
3201.02,10.0,3201.02,Urban,3201.02,Some Other Race,3201.02,0.15533165407220823,0.008956059333893087,0.028547439126784216,0.01623285754268122,0.0,0.5278477469913239,6037320102,3201.02,12,"3,573","3,585",335,3201.02,3065,4.6,234,2022,706,581,364,371
3202.01,11.9,3202.01,Urban,3202.01,Some Other Race,3202.01,0.19146149816657937,0.01754845468831849,0.03300157150340492,0.01283394447354636,0.0,0.5605028810895757,6037320201,3202.01,21,"3,818","3,839",547,3202.01,3092,4.2,375,2150,600,701,587,262
3202.02,7.7,3202.02,Urban,3202.02,Some Other Race,3202.02,0.2181626558932022,0.010539258738802038,0.03109081327946601,0.01897066572984367,0.0001756543123133673,0.49183207447742844,6037320202,3202.02,29,"5,693","5,722",507,3202.02,4841,7.5,158,3703,1381,1146,582,594
3203.0,12.2,3203.0,Urban,3203.0,Some Other Race,3203.0,0.18271092669432917,0.01701244813278008,0.036929460580912864,0.016874135546334715,0.0009681881051175657,0.5477178423236515,6037320300,3203.0,30,"7,230","7,260",413,3203.0,5180,3.8,287,3643,902,908,1328,505
4002.05,2.6,4002.05,Urban,4002.05,White,4002.05,0.5142482803799542,0.04880445463478546,0.0016377333770062235,0.28169014084507044,0.0006550933508024893,0.04552898788077301,6037400205,4002.05,12,"3,053","3,065",392,4002.05,2038,3.4,165,1211,5,196,229,781
4002.06,3.0,4002.06,Urban,4002.06,White,4002.06,0.5511188271604939,0.025655864197530864,0.005979938271604938,0.19193672839506173,0.0009645061728395061,0.054205246913580245,6037400206,4002.06,10,"5,184","5,194",193,4002.06,4635,9.8,380,2976,110,311,624,1931
4002.07,2.5,4002.07,Urban,4002.07,White,4002.07,0.583510412239694,0.017212069698257542,0.010837229069273268,0.1249468763280918,0.004037399065023374,0.08499787505312367,6037400207,4002.07,10,"4,706","4,716",212,4002.07,3762,7.1,218,2288,102,231,860,1095
4002.08,1.4,4002.08,Urban,4002.08,White,4002.08,0.6215522771007056,0.015394483643361129,0.010262989095574085,0.13534316869788326,0.0006414368184733803,0.055163566388710714,6037400208,4002.08,1,"1,559","1,560",64,4002.08,1152,0.0,13,785,0,202,286,297
4002.09,1.6,4002.09,Urban,4002.09,White,4002.09,0.5981151832460733,0.031413612565445025,0.0048167539267015705,0.16041884816753926,0.0006282722513089005,0.06806282722513089,6037400209,4002.09,14,"4,775","4,789",292,4002.09,3840,5.2,297,2373,47,235,742,1349
4003.04,7.8,4003.04,Urban,4003.04,White,4003.04,0.49503858875413453,0.048266568663481564,0.012372902119318878,0.12997672424353793,0.0019600637020703174,0.1444321940463065,6037400304,4003.04,15,"8,163","8,178",183,4003.04,6466,2.0,296,4871,70,940,1667,2194
4004.02,5.0,4004.02,Urban,4004.02,White,4004.02,0.5709382151029748,0.008466819221967964,0.008237986270022883,0.15423340961098397,0.0009153318077803204,0.09359267734553776,6037400402,4004.02,8,"4,370","4,378",183,4004.02,3433,9.8,277,2396,190,430,508,1268
4004.03,6.4,4004.03,Urban,4004.03,White,4004.03,0.5246681692962685,0.0438266967192587,0.009767092411720512,0.1217129977460556,0.002253944402704733,0.10668670172802404,6037400403,4004.03,10,"3,993","4,003",250,4004.03,3421,4.9,204,2246,105,271,973,897
4004.04,5.3,4004.04,Urban,4004.04,White,4004.04,0.6610587707492149,0.013234634365186182,0.0029161058770749214,0.13122476446837147,0.00022431583669807088,0.04688200986989682,6037400404,4004.04,10,"4,458","4,468",224,4004.04,3599,6.5,201,2183,35,359,593,1196
4005.01,4.8,4005.01,Urban,4005.01,White,4005.01,0.6543149683081424,0.011701608971233545,0.005363237445148708,0.13651877133105803,0.0014627011214041932,0.05363237445148708,6037400501,4005.01,7,"2,051","2,058",340,4005.01,1753,9.7,71,1143,31,293,251,568
4006.02,9.4,4006.02,Urban,4006.02,Some Other Race,4006.02,0.2873157566950384,0.025742163172098816,0.03197010587502595,0.08179364749844302,0.0010379904504878555,0.3410836620303093,6037400602,4006.02,30,"4,817","4,847",619,4006.02,3389,5.8,212,2437,345,494,977,621
4006.03,5.6,4006.03,Urban,4006.03,White,4006.03,0.357816467174465,0.051686615886833515,0.014508523757707652,0.19477693144722524,0.0018135654697134566,0.18643453028654333,6037400603,4006.03,19,"5,514","5,533",343,4006.03,4054,7.2,234,2871,201,861,733,1076
4006.05,11.9,4006.05,Urban,4006.05,Asian,4006.05,0.30861611506772796,0.03295629102080715,0.008937299259879905,0.3686635944700461,0.0020946795140343527,0.13517665130568357,6037400605,4006.05,14,"7,161","7,175",195,4006.05,6759,5.9,287,2855,183,324,806,1542
4008.01,6.2,4008.01,Urban,4008.01,White,4008.01,0.5311834067339111,0.02471942037221196,0.013070038357721267,0.1697684330160534,0.002273050149168916,0.10115073163801676,6037400801,4008.01,17,"7,039","7,056",241,4008.01,5804,3.3,902,2981,62,439,1082,1398
4010.01,4.0,4010.01,Urban,4010.01,White,4010.01,0.6584726319239593,0.007866273352999017,0.005571943625040971,0.11864962307440184,0.00032776138970829236,0.06129137987545067,6037401001,4010.01,10,"3,051","3,061",327,4010.01,2184,5.1,95,1425,22,306,441,656
4010.02,7.3,4010.02,Urban,4010.02,White,4010.02,0.6301633045148896,0.019932756964457253,0.009125840537944284,0.07804995196926033,0.0004803073967339097,0.09245917387127761,6037401002,4010.02,17,"4,164","4,181",407,4010.02,3261,3.3,143,2331,52,355,798,1126
4011.01,7.5,4011.01,Urban,4011.01,White,4011.01,0.4934658568010307,0.036443953616786304,0.010491441192711209,0.11779863795324867,0.0007362414872078042,0.1687833609423891,6037401101,4011.01,29,"5,433","5,462",531,4011.01,4262,2.8,460,2641,168,454,1282,737
4011.02,6.7,4011.02,Urban,4011.02,White,4011.02,0.4729696371266354,0.0362873364601333,0.01110836830412244,0.15304862996790916,0.002221673660824488,0.13502838805233275,6037401102,4011.02,13,"4,051","4,064",320,4011.02,2962,6.1,145,2206,105,495,729,877
4012.01,4.5,4012.01,Urban,4012.01,White,4012.01,0.5313676286072773,0.015683814303638646,0.013174404015056462,0.14146800501882056,0.0018820577164366374,0.10853199498117942,6037401201,4012.01,2,"3,188","3,190",63,4012.01,2644,3.9,100,1825,60,315,557,893
4012.02,9.5,4012.02,Urban,4012.02,White,4012.02,0.49673349853570625,0.01869790493354359,0.01103852218968236,0.12705564316287452,0.00022527596305474206,0.15544041450777202,6037401202,4012.02,16,"4,439","4,455",359,4012.02,3637,11.3,379,2316,138,432,994,752
4012.03,10.1,4012.03,Urban,4012.03,White,4012.03,0.43650204233197176,0.03193464537690308,0.016152989231340512,0.1253249164500557,0.0012996658002228,0.18975120683252877,6037401203,4012.03,20,"5,386","5,406",370,4012.03,4225,3.5,232,2816,236,556,1036,988
4013.03,2.9,4013.03,Urban,4013.03,White,4013.03,0.42639821029082775,0.04519015659955257,0.008501118568232663,0.2680089485458613,0.0022371364653243847,0.08545861297539149,6037401303,4013.03,3,"2,235","2,238",134,4013.03,1924,2.8,76,1180,53,111,297,719
4013.04,4.3,4013.04,Urban,4013.04,White,4013.04,0.502199542495161,0.025690656343480556,0.008798169980644026,0.19637515396797467,0.00035192679922576106,0.08745380960760162,6037401304,4013.04,16,"5,683","5,699",281,4013.04,4489,4.8,190,3039,13,562,983,1481
4013.11,10.8,4013.11,Urban,4013.11,White,4013.11,0.48907222463453465,0.046316398899985525,0.013171225937183385,0.09610652771746997,0.0004342162396873643,0.14473874656245478,6037401311,4013.11,27,"6,909","6,936",389,4013.11,5011,3.4,294,3335,159,689,1412,1075
4013.12,5.4,4013.12,Urban,4013.12,White,4013.12,0.490978886756238,0.019961612284069098,0.01055662188099808,0.12226487523992323,0.0005758157389635317,0.14644913627639156,6037401312,4013.12,11,"5,210","5,221",211,4013.12,4138,6.8,273,2107,162,280,1020,645
4016.01,10.3,4016.01,Urban,4016.01,White,4016.01,0.5576613624173073,0.04183801180046487,0.008403361344537815,0.11013767209011265,0.00303951367781155,0.11031646701233686,6037401601,4016.01,10,"5,593","5,603",178,4016.01,4654,6.0,237,2476,120,279,758,1319
4016.02,10.0,4016.02,Urban,4016.02,White,4016.02,0.5139848066298343,0.042990331491712705,0.01225828729281768,0.09461325966850828,0.0024171270718232043,0.1505524861878453,6037401602,4016.02,25,"5,792","5,817",430,4016.02,4877,8.4,271,3545,247,691,1498,1109
4017.05,2.7,4017.05,Urban,4017.05,White,4017.05,0.5629820051413882,0.03695372750642673,0.007069408740359897,0.10347043701799485,0.0009640102827763496,0.10989717223650386,6037401705,4017.05,12,"3,112","3,124",384,4017.05,2413,2.6,134,1559,94,241,549,675
4017.06,7.2,4017.06,Urban,4017.06,White,4017.06,0.3533834586466165,0.10238832375055286,0.02344095532950022,0.12781954887218044,0.0022114108801415304,0.22711189739053517,6037401706,4017.06,16,"4,522","4,538",353,4017.06,3541,7.1,135,2452,79,578,943,852
4017.07,21.6,4017.07,Urban,4017.07,White,4017.07,0.3293269230769231,0.07584134615384615,0.023076923076923078,0.1313701923076923,0.0013221153846153847,0.26466346153846154,6037401707,4017.07,41,"8,320","8,361",490,4017.07,6787,6.5,548,4256,833,748,1599,1076
4018.01,4.6,4018.01,Urban,4018.01,White,4018.01,0.54325,0.05025,0.00825,0.15275,0.00375,0.07825,6037401801,4018.01,12,"4,000","4,012",299,4018.01,3584,4.5,306,2074,18,191,479,1386
4018.02,4.0,4018.02,Urban,4018.02,White,4018.02,0.5391983866901942,0.035039072346861606,0.009074867658179985,0.15628938744643306,0.001008318628686665,0.0657927905218049,6037401802,4018.02,12,"3,967","3,979",302,4018.02,2924,2.3,276,1720,0,366,492,862
4019.01,0.0,4019.01,Urban,4019.01,White,4019.01,0.4948415622697126,0.07148120854826824,0.004789977892409728,0.1796241709653648,0.00423728813559322,0.10058953574060428,6037401901,4019.01,8,"5,428","5,436",147,4019.01,3639,12.1,1736,271,5,4,109,153
4019.02,4.6,4019.02,Urban,4019.02,White,4019.02,0.6613885505481121,0.03949886897511745,0.006438141639116061,0.08108578388724552,0.0,0.06803549678092918,6037401902,4019.02,46,"5,747","5,793",794,4019.02,5612,7.0,236,3266,138,237,1029,1862
4020.01,7.9,4020.01,Urban,4020.01,White,4020.01,0.3609531546168427,0.07988085567289467,0.015163823449769834,0.1844029244516653,0.0,0.1643650148930409,6037402001,4020.01,11,"3,693","3,704",297,4020.01,2830,5.1,140,2023,146,268,928,681
4020.02,9.1,4020.02,Urban,4020.02,White,4020.02,0.4781669865642994,0.0722168905950096,0.014155470249520154,0.10028790786948176,0.0009596928982725527,0.13987523992322456,6037402002,4020.02,24,"4,168","4,192",573,4020.02,3377,4.7,205,2034,132,184,755,963
4021.01,15.7,4021.01,Urban,4021.01,Some Other Race,4021.01,0.16849199663016007,0.09877843302443134,0.018323504633529906,0.09098567818028644,0.0010530749789385003,0.4462931760741365,6037402101,4021.01,40,"4,748","4,788",835,4021.01,3863,11.4,243,2695,600,869,874,352
4021.02,19.3,4021.02,Urban,4021.02,Some Other Race,4021.02,0.21062915201250487,0.10511918718249316,0.02207893708479875,0.07913247362250879,0.004103165298944901,0.37924970691676435,6037402102,4021.02,33,"5,118","5,151",641,4021.02,3817,7.9,120,2756,421,907,1037,391
4023.01,13.1,4023.01,Urban,4023.01,Some Other Race,4023.01,0.17983100661278473,0.03967670830271859,0.02296105804555474,0.08357825128581925,0.002204261572373255,0.48126377663482733,6037402301,4023.01,33,"5,444","5,477",603,4023.01,4016,4.1,310,2915,876,640,958,441
4023.03,23.8,4023.03,Urban,4023.03,Some Other Race,4023.03,0.22779729051680883,0.05343702960361264,0.024586051179126944,0.04917210235825389,0.0017561465127947818,0.4490717511289513,6037402303,4023.03,29,"3,986","4,015",722,4023.03,2964,8.6,230,1908,558,507,605,238
4023.04,25.6,4023.04,Urban,4023.04,Some Other Race,4023.04,0.16305732484076432,0.03286624203821656,0.029554140127388533,0.029554140127388533,0.0022929936305732482,0.5179617834394904,6037402304,4023.04,19,"3,925","3,944",482,4023.04,3200,4.3,310,2166,966,612,440,148
4024.03,6.0,4024.03,Urban,4024.03,Some Other Race,4024.03,0.2661229135053111,0.04343702579666161,0.01460546282245827,0.13505311077389984,0.002276176024279211,0.32720030349013657,6037402403,4024.03,21,"5,272","5,293",397,4024.03,4901,9.1,912,2374,643,669,908,154
4024.04,0.0,4024.04,Urban,4024.04,White,4024.04,0.3660442900564481,0.06469821971341728,0.0017368649587494573,0.22535822839774208,0.0004342162396873643,0.1094224924012158,6037402404,4024.04,5,"2,303","2,308",217,4024.04,2056,30.1,1567,55,0,14,19,22
4024.05,23.5,4024.05,Urban,4024.05,Some Other Race,4024.05,0.11997296383913485,0.08009462656302806,0.03278134504900304,0.04291990537343697,0.005407232173031429,0.5028725920919229,6037402405,4024.05,17,"2,959","2,976",571,4024.05,1764,6.6,155,1107,395,316,316,80
4024.06,19.4,4024.06,Urban,4024.06,Some Other Race,4024.06,0.17408736020257437,0.0485334458746571,0.02912006752479426,0.08736020257438278,0.005275374551593163,0.47288457480481116,6037402406,4024.06,32,"4,739","4,771",671,4024.06,3691,5.6,259,2454,762,601,773,318
4025.01,19.7,4025.01,Urban,4025.01,Some Other Race,4025.01,0.17083177918687056,0.03618052965311451,0.02666915330100709,0.040656471465870946,0.0014919806042521448,0.5427079447967177,6037402501,4025.01,33,"5,362","5,395",612,4025.01,3819,5.2,362,2432,1218,569,471,174
4025.03,24.6,4025.03,Urban,4025.03,Some Other Race,4025.03,0.1330321285140562,0.03790160642570281,0.02610441767068273,0.10893574297188754,0.0025100401606425703,0.5389056224899599,6037402503,4025.03,25,"3,984","4,009",624,4025.03,3189,8.2,462,1982,520,655,500,307
4025.04,19.5,4025.04,Urban,4025.04,Some Other Race,4025.04,0.14093728463128877,0.027911784975878703,0.02653342522398346,0.13680220537560303,0.0,0.4500344589937974,6037402504,4025.04,18,"2,902","2,920",616,4025.04,2096,3.7,217,1189,516,328,281,64
4026.01,22.0,4026.01,Urban,4026.01,Some Other Race,4026.01,0.2,0.05218617771509168,0.02538787023977433,0.056417489421720736,0.0005641748942172073,0.44710860366713684,6037402601,4026.01,29,"3,545","3,574",811,4026.01,2359,3.5,151,1573,444,577,340,212
4026.02,8.1,4026.02,Urban,4026.02,Some Other Race,4026.02,0.30889924000980634,0.03947045844569747,0.027212552096101985,0.07869575876440305,0.001961265015935278,0.33635695023290024,6037402602,4026.02,16,"4,079","4,095",391,4026.02,4120,5.4,338,2851,253,444,1279,875
4027.02,44.2,4027.02,Urban,4027.02,Some Other Race,4027.02,0.16257475605917532,0.05240793201133145,0.023921938936103244,0.025967894239848913,0.0033050047214353163,0.5525653131885426,6037402702,4027.02,44,"6,354","6,398",688,4027.02,3543,5.8,368,2504,1260,658,449,137
4027.03,11.4,4027.03,Urban,4027.03,Some Other Race,4027.03,0.18872950819672132,0.06782786885245902,0.019262295081967213,0.10594262295081967,0.0014344262295081967,0.3975409836065574,6037402703,4027.03,26,"4,880","4,906",530,4027.03,3803,4.0,504,2524,397,1077,623,427
4027.05,5.0,4027.05,Urban,4027.05,Some Other Race,4027.05,0.21824009324009325,0.04195804195804196,0.02972027972027972,0.06555944055944056,0.0017482517482517483,0.4201631701631702,6037402705,4027.05,20,"3,432","3,452",579,4027.05,2760,7.9,190,1781,514,393,609,265
4027.06,16.7,4027.06,Urban,4027.06,Some Other Race,4027.06,0.1746592629984856,0.06259464916708733,0.020696617869762745,0.08329126703685008,0.002523977788995457,0.43992932862190814,6037402706,4027.06,26,"3,962","3,988",652,4027.06,2900,7.4,241,1905,555,406,690,254
