"GEO_ID","NAME","H2_001N","H2_001NA","H2_002N","H2_002NA","H2_003N","H2_003NA","H2_004N","H2_004NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Urban","Annotation of  !!Total:!!Urban"," !!Total:!!Rural","Annotation of  !!Total:!!Rural"," !!Total:!!Not defined for this file","Annotation of  !!Total:!!Not defined for this file",
"0400000US06","California","14392140","null","13445407","null","946733","null","0","null",
"1400000US06037239320","Census Tract 2393.20; Los Angeles County; California","831","null","831","null","0","null","0","null",
"1400000US06037239330","Census Tract 2393.30; Los Angeles County; California","705","null","705","null","0","null","0","null",
"1400000US06037239501","Census Tract 2395.01; Los Angeles County; California","979","null","979","null","0","null","0","null",
"1400000US06037239502","Census Tract 2395.02; Los Angeles County; California","889","null","889","null","0","null","0","null",
"1400000US06037239601","Census Tract 2396.01; Los Angeles County; California","938","null","938","null","0","null","0","null",
"1400000US06037239602","Census Tract 2396.02; Los Angeles County; California","916","null","916","null","0","null","0","null",
"1400000US06037239701","Census Tract 2397.01; Los Angeles County; California","1089","null","1089","null","0","null","0","null",
"1400000US06037239702","Census Tract 2397.02; Los Angeles County; California","1074","null","1074","null","0","null","0","null",
"1400000US06037239801","Census Tract 2398.01; Los Angeles County; California","934","null","934","null","0","null","0","null",
"1400000US06037239802","Census Tract 2398.02; Los Angeles County; California","1340","null","1340","null","0","null","0","null",
"1400000US06037240010","Census Tract 2400.10; Los Angeles County; California","1029","null","1029","null","0","null","0","null",
"1400000US06037240020","Census Tract 2400.20; Los Angeles County; California","1310","null","1310","null","0","null","0","null",
"1400000US06037240200","Census Tract 2402; Los Angeles County; California","1472","null","1472","null","0","null","0","null",
"1400000US06037240301","Census Tract 2403.01; Los Angeles County; California","886","null","886","null","0","null","0","null",
"1400000US06037240302","Census Tract 2403.02; Los Angeles County; California","839","null","839","null","0","null","0","null",
"1400000US06037240401","Census Tract 2404.01; Los Angeles County; California","1485","null","1485","null","0","null","0","null",
"1400000US06037240402","Census Tract 2404.02; Los Angeles County; California","1132","null","1132","null","0","null","0","null",
"1400000US06037240500","Census Tract 2405; Los Angeles County; California","1696","null","1696","null","0","null","0","null",
"1400000US06037240600","Census Tract 2406; Los Angeles County; California","1362","null","1362","null","0","null","0","null",
"1400000US06037240700","Census Tract 2407; Los Angeles County; California","1647","null","1647","null","0","null","0","null",
"1400000US06037240800","Census Tract 2408; Los Angeles County; California","1110","null","1110","null","0","null","0","null",
"1400000US06037240901","Census Tract 2409.01; Los Angeles County; California","621","null","621","null","0","null","0","null",
"1400000US06037240902","Census Tract 2409.02; Los Angeles County; California","808","null","808","null","0","null","0","null",
"1400000US06037241001","Census Tract 2410.01; Los Angeles County; California","1184","null","1184","null","0","null","0","null",
"1400000US06037241002","Census Tract 2410.02; Los Angeles County; California","1036","null","1036","null","0","null","0","null",
"1400000US06037241110","Census Tract 2411.10; Los Angeles County; California","802","null","802","null","0","null","0","null",
"1400000US06037241120","Census Tract 2411.20; Los Angeles County; California","1299","null","1299","null","0","null","0","null",
"1400000US06037241201","Census Tract 2412.01; Los Angeles County; California","894","null","894","null","0","null","0","null",
"1400000US06037241202","Census Tract 2412.02; Los Angeles County; California","1585","null","1585","null","0","null","0","null",
"1400000US06037241300","Census Tract 2413; Los Angeles County; California","709","null","709","null","0","null","0","null",
"1400000US06037241400","Census Tract 2414; Los Angeles County; California","980","null","980","null","0","null","0","null",
"1400000US06037242000","Census Tract 2420; Los Angeles County; California","1176","null","1176","null","0","null","0","null",
"1400000US06037242100","Census Tract 2421; Los Angeles County; California","755","null","755","null","0","null","0","null",
"1400000US06037242201","Census Tract 2422.01; Los Angeles County; California","840","null","840","null","0","null","0","null",
"1400000US06037242202","Census Tract 2422.02; Los Angeles County; California","919","null","919","null","0","null","0","null",
"1400000US06037242300","Census Tract 2423; Los Angeles County; California","1218","null","1218","null","0","null","0","null",
"1400000US06037242600","Census Tract 2426; Los Angeles County; California","1409","null","1409","null","0","null","0","null",
"1400000US06037242700","Census Tract 2427; Los Angeles County; California","1292","null","1292","null","0","null","0","null",
"1400000US06037243001","Census Tract 2430.01; Los Angeles County; California","714","null","714","null","0","null","0","null",
"1400000US06037243002","Census Tract 2430.02; Los Angeles County; California","766","null","766","null","0","null","0","null",
"1400000US06037243100","Census Tract 2431; Los Angeles County; California","1506","null","1506","null","0","null","0","null",
"1400000US06037261102","Census Tract 2611.02; Los Angeles County; California","1854","null","1854","null","0","null","0","null",
"1400000US06037261103","Census Tract 2611.03; Los Angeles County; California","833","null","833","null","0","null","0","null",
"1400000US06037261104","Census Tract 2611.04; Los Angeles County; California","782","null","782","null","0","null","0","null",
"1400000US06037261200","Census Tract 2612; Los Angeles County; California","1863","null","1863","null","0","null","0","null",
"1400000US06037262100","Census Tract 2621; Los Angeles County; California","1431","null","1431","null","0","null","0","null",
"1400000US06037262200","Census Tract 2622; Los Angeles County; California","1939","null","1939","null","0","null","0","null",
"1400000US06037262301","Census Tract 2623.01; Los Angeles County; California","953","null","953","null","0","null","0","null",
"1400000US06037262302","Census Tract 2623.02; Los Angeles County; California","1255","null","1255","null","0","null","0","null",
"1400000US06037262303","Census Tract 2623.03; Los Angeles County; California","1251","null","1251","null","0","null","0","null",
"1400000US06037262400","Census Tract 2624; Los Angeles County; California","1301","null","1009","null","292","null","0","null",
"1400000US06037262501","Census Tract 2625.01; Los Angeles County; California","1457","null","1457","null","0","null","0","null",
"1400000US06037262601","Census Tract 2626.01; Los Angeles County; California","1481","null","1447","null","34","null","0","null",
"1400000US06037262604","Census Tract 2626.04; Los Angeles County; California","2689","null","2689","null","0","null","0","null",
"1400000US06037262704","Census Tract 2627.04; Los Angeles County; California","1835","null","1835","null","0","null","0","null",
"1400000US06037262706","Census Tract 2627.06; Los Angeles County; California","1413","null","1413","null","0","null","0","null",
"1400000US06037262802","Census Tract 2628.02; Los Angeles County; California","1740","null","1740","null","0","null","0","null",
"1400000US06037264000","Census Tract 2640; Los Angeles County; California","1379","null","1379","null","0","null","0","null",
"1400000US06037264102","Census Tract 2641.02; Los Angeles County; California","1851","null","1851","null","0","null","0","null",
"1400000US06037264103","Census Tract 2641.03; Los Angeles County; California","1617","null","1617","null","0","null","0","null",
"1400000US06037264303","Census Tract 2643.03; Los Angeles County; California","1693","null","1693","null","0","null","0","null",
"1400000US06037264304","Census Tract 2643.04; Los Angeles County; California","1701","null","1701","null","0","null","0","null",
"1400000US06037264305","Census Tract 2643.05; Los Angeles County; California","1998","null","1998","null","0","null","0","null",
"1400000US06037264306","Census Tract 2643.06; Los Angeles County; California","1223","null","1223","null","0","null","0","null",
"1400000US06037265100","Census Tract 2651; Los Angeles County; California","1663","null","1663","null","0","null","0","null",
"1400000US06037265201","Census Tract 2652.01; Los Angeles County; California","1121","null","1121","null","0","null","0","null",
"1400000US06037265203","Census Tract 2652.03; Los Angeles County; California","1373","null","1373","null","0","null","0","null",
"1400000US06037265204","Census Tract 2652.04; Los Angeles County; California","956","null","956","null","0","null","0","null",
"1400000US06037265301","Census Tract 2653.01; Los Angeles County; California","130","null","130","null","0","null","0","null",
"1400000US06037265303","Census Tract 2653.03; Los Angeles County; California","1936","null","1936","null","0","null","0","null",
"1400000US06037265304","Census Tract 2653.04; Los Angeles County; California","1072","null","1072","null","0","null","0","null",
"1400000US06037265306","Census Tract 2653.06; Los Angeles County; California","670","null","670","null","0","null","0","null",
"1400000US06037265307","Census Tract 2653.07; Los Angeles County; California","686","null","686","null","0","null","0","null",
"1400000US06037265410","Census Tract 2654.10; Los Angeles County; California","696","null","696","null","0","null","0","null",
"1400000US06037265420","Census Tract 2654.20; Los Angeles County; California","826","null","826","null","0","null","0","null",
"1400000US06037265521","Census Tract 2655.21; Los Angeles County; California","1302","null","1302","null","0","null","0","null",
"1400000US06037265522","Census Tract 2655.22; Los Angeles County; California","1291","null","1291","null","0","null","0","null",
"1400000US06037265523","Census Tract 2655.23; Los Angeles County; California","962","null","962","null","0","null","0","null",
"1400000US06037265524","Census Tract 2655.24; Los Angeles County; California","1503","null","1503","null","0","null","0","null",
"1400000US06037265601","Census Tract 2656.01; Los Angeles County; California","1528","null","1528","null","0","null","0","null",
"1400000US06037265602","Census Tract 2656.02; Los Angeles County; California","1957","null","1957","null","0","null","0","null",
"1400000US06037265701","Census Tract 2657.01; Los Angeles County; California","1056","null","1056","null","0","null","0","null",
"1400000US06037265702","Census Tract 2657.02; Los Angeles County; California","1780","null","1780","null","0","null","0","null",
"1400000US06037267101","Census Tract 2671.01; Los Angeles County; California","1476","null","1476","null","0","null","0","null",
"1400000US06037267102","Census Tract 2671.02; Los Angeles County; California","1555","null","1555","null","0","null","0","null",
"1400000US06037267201","Census Tract 2672.01; Los Angeles County; California","1445","null","1445","null","0","null","0","null",
"1400000US06037267202","Census Tract 2672.02; Los Angeles County; California","1717","null","1717","null","0","null","0","null",
"1400000US06037267300","Census Tract 2673; Los Angeles County; California","2387","null","2387","null","0","null","0","null",
"1400000US06037267403","Census Tract 2674.03; Los Angeles County; California","1870","null","1870","null","0","null","0","null",
"1400000US06037267404","Census Tract 2674.04; Los Angeles County; California","2233","null","2233","null","0","null","0","null",
"1400000US06037267405","Census Tract 2674.05; Los Angeles County; California","1636","null","1636","null","0","null","0","null",
"1400000US06037267406","Census Tract 2674.06; Los Angeles County; California","1190","null","1190","null","0","null","0","null",
"1400000US06037267502","Census Tract 2675.02; Los Angeles County; California","1758","null","1758","null","0","null","0","null",
"1400000US06037267503","Census Tract 2675.03; Los Angeles County; California","1093","null","1093","null","0","null","0","null",
"1400000US06037267504","Census Tract 2675.04; Los Angeles County; California","1838","null","1838","null","0","null","0","null",
"1400000US06037267600","Census Tract 2676; Los Angeles County; California","1368","null","1368","null","0","null","0","null",
"1400000US06037267700","Census Tract 2677; Los Angeles County; California","2097","null","2097","null","0","null","0","null",
"1400000US06037267800","Census Tract 2678; Los Angeles County; California","1786","null","1786","null","0","null","0","null",
"1400000US06037267901","Census Tract 2679.01; Los Angeles County; California","2681","null","2681","null","0","null","0","null",
"1400000US06037267902","Census Tract 2679.02; Los Angeles County; California","1852","null","1852","null","0","null","0","null",
"1400000US06037269000","Census Tract 2690; Los Angeles County; California","2343","null","2343","null","0","null","0","null",
"1400000US06037269100","Census Tract 2691; Los Angeles County; California","2093","null","2093","null","0","null","0","null",
"1400000US06037269300","Census Tract 2693; Los Angeles County; California","1558","null","1558","null","0","null","0","null",
"1400000US06037269500","Census Tract 2695; Los Angeles County; California","1432","null","1432","null","0","null","0","null",
"1400000US06037269601","Census Tract 2696.01; Los Angeles County; California","1088","null","1088","null","0","null","0","null",
"1400000US06037269602","Census Tract 2696.02; Los Angeles County; California","1167","null","1167","null","0","null","0","null",
"1400000US06037269700","Census Tract 2697; Los Angeles County; California","1711","null","1711","null","0","null","0","null",
"1400000US06037269800","Census Tract 2698; Los Angeles County; California","1691","null","1691","null","0","null","0","null",
"1400000US06037269903","Census Tract 2699.03; Los Angeles County; California","2069","null","2069","null","0","null","0","null",
"1400000US06037269905","Census Tract 2699.05; Los Angeles County; California","1640","null","1640","null","0","null","0","null",
"1400000US06037269906","Census Tract 2699.06; Los Angeles County; California","1690","null","1690","null","0","null","0","null",
"1400000US06037269907","Census Tract 2699.07; Los Angeles County; California","1481","null","1481","null","0","null","0","null",
"1400000US06037269908","Census Tract 2699.08; Los Angeles County; California","1176","null","1176","null","0","null","0","null",
"1400000US06037269909","Census Tract 2699.09; Los Angeles County; California","1188","null","1188","null","0","null","0","null",
"1400000US06037270101","Census Tract 2701.01; Los Angeles County; California","1200","null","1200","null","0","null","0","null",
"1400000US06037270102","Census Tract 2701.02; Los Angeles County; California","1289","null","1289","null","0","null","0","null",
"1400000US06037270200","Census Tract 2702; Los Angeles County; California","1363","null","1363","null","0","null","0","null",
"1400000US06037270300","Census Tract 2703; Los Angeles County; California","1020","null","1020","null","0","null","0","null",
"1400000US06037271100","Census Tract 2711; Los Angeles County; California","1030","null","1030","null","0","null","0","null",
"1400000US06037271200","Census Tract 2712; Los Angeles County; California","1397","null","1397","null","0","null","0","null",
"1400000US06037271300","Census Tract 2713; Los Angeles County; California","2197","null","2197","null","0","null","0","null",
"1400000US06037271400","Census Tract 2714; Los Angeles County; California","1376","null","1376","null","0","null","0","null",
"1400000US06037271500","Census Tract 2715; Los Angeles County; California","1391","null","1391","null","0","null","0","null",
"1400000US06037271600","Census Tract 2716; Los Angeles County; California","1678","null","1678","null","0","null","0","null",
"1400000US06037271702","Census Tract 2717.02; Los Angeles County; California","1791","null","1791","null","0","null","0","null",
"1400000US06037271703","Census Tract 2717.03; Los Angeles County; California","1547","null","1547","null","0","null","0","null",
"1400000US06037271704","Census Tract 2717.04; Los Angeles County; California","1424","null","1424","null","0","null","0","null",
"1400000US06037271801","Census Tract 2718.01; Los Angeles County; California","1835","null","1835","null","0","null","0","null",
"1400000US06037271803","Census Tract 2718.03; Los Angeles County; California","1629","null","1629","null","0","null","0","null",
"1400000US06037271804","Census Tract 2718.04; Los Angeles County; California","1171","null","1171","null","0","null","0","null",
"1400000US06037271901","Census Tract 2719.01; Los Angeles County; California","1305","null","1305","null","0","null","0","null",
"1400000US06037271902","Census Tract 2719.02; Los Angeles County; California","1821","null","1821","null","0","null","0","null",
"1400000US06037272100","Census Tract 2721; Los Angeles County; California","1839","null","1839","null","0","null","0","null",
"1400000US06037272201","Census Tract 2722.01; Los Angeles County; California","1202","null","1202","null","0","null","0","null",
"1400000US06037272202","Census Tract 2722.02; Los Angeles County; California","1640","null","1640","null","0","null","0","null",
"1400000US06037272301","Census Tract 2723.01; Los Angeles County; California","1419","null","1419","null","0","null","0","null",
"1400000US06037272302","Census Tract 2723.02; Los Angeles County; California","2043","null","2043","null","0","null","0","null",
"1400000US06037273100","Census Tract 2731; Los Angeles County; California","1701","null","1701","null","0","null","0","null",
"1400000US06037273200","Census Tract 2732; Los Angeles County; California","1788","null","1788","null","0","null","0","null",
"1400000US06037273300","Census Tract 2733; Los Angeles County; California","1813","null","1813","null","0","null","0","null",
"1400000US06037273403","Census Tract 2734.03; Los Angeles County; California","1191","null","1191","null","0","null","0","null",
"1400000US06037273404","Census Tract 2734.04; Los Angeles County; California","1250","null","1250","null","0","null","0","null",
"1400000US06037273502","Census Tract 2735.02; Los Angeles County; California","1926","null","1926","null","0","null","0","null",
"1400000US06037273600","Census Tract 2736; Los Angeles County; California","1165","null","1165","null","0","null","0","null",
"1400000US06037273700","Census Tract 2737; Los Angeles County; California","1272","null","1272","null","0","null","0","null",
"1400000US06037273800","Census Tract 2738; Los Angeles County; California","1614","null","1614","null","0","null","0","null",
"1400000US06037273902","Census Tract 2739.02; Los Angeles County; California","2587","null","2587","null","0","null","0","null",
"1400000US06037274100","Census Tract 2741; Los Angeles County; California","2888","null","2888","null","0","null","0","null",
"1400000US06037274202","Census Tract 2742.02; Los Angeles County; California","3045","null","3045","null","0","null","0","null",
"1400000US06037275101","Census Tract 2751.01; Los Angeles County; California","518","null","518","null","0","null","0","null",
"1400000US06037275102","Census Tract 2751.02; Los Angeles County; California","1475","null","1475","null","0","null","0","null",
"1400000US06037275200","Census Tract 2752; Los Angeles County; California","1795","null","1795","null","0","null","0","null",
"1400000US06037275311","Census Tract 2753.11; Los Angeles County; California","2359","null","2359","null","0","null","0","null",
"1400000US06037275312","Census Tract 2753.12; Los Angeles County; California","1204","null","1204","null","0","null","0","null",
"1400000US06037275313","Census Tract 2753.13; Los Angeles County; California","1743","null","1743","null","0","null","0","null",
"1400000US06037275400","Census Tract 2754; Los Angeles County; California","2625","null","2625","null","0","null","0","null",
"1400000US06037275500","Census Tract 2755; Los Angeles County; California","2048","null","2048","null","0","null","0","null",
"1400000US06037275603","Census Tract 2756.03; Los Angeles County; California","1219","null","1219","null","0","null","0","null",
"1400000US06037275604","Census Tract 2756.04; Los Angeles County; California","5764","null","5764","null","0","null","0","null",
"1400000US06037275605","Census Tract 2756.05; Los Angeles County; California","2003","null","2003","null","0","null","0","null",
"1400000US06037276000","Census Tract 2760; Los Angeles County; California","3314","null","3314","null","0","null","0","null",
"1400000US06037276101","Census Tract 2761.01; Los Angeles County; California","2250","null","2250","null","0","null","0","null",
"1400000US06037276102","Census Tract 2761.02; Los Angeles County; California","1594","null","1594","null","0","null","0","null",
"1400000US06037276400","Census Tract 2764; Los Angeles County; California","1578","null","1578","null","0","null","0","null",
"1400000US06037276500","Census Tract 2765; Los Angeles County; California","784","null","784","null","0","null","0","null",
"1400000US06037276601","Census Tract 2766.01; Los Angeles County; California","1817","null","1817","null","0","null","0","null",
"1400000US06037276605","Census Tract 2766.05; Los Angeles County; California","1256","null","1256","null","0","null","0","null",
"1400000US06037276606","Census Tract 2766.06; Los Angeles County; California","2022","null","2022","null","0","null","0","null",
"1400000US06037276607","Census Tract 2766.07; Los Angeles County; California","1607","null","1607","null","0","null","0","null",
"1400000US06037276608","Census Tract 2766.08; Los Angeles County; California","1181","null","1181","null","0","null","0","null",
"1400000US06037277000","Census Tract 2770; Los Angeles County; California","2241","null","2241","null","0","null","0","null",
"1400000US06037277100","Census Tract 2771; Los Angeles County; California","1154","null","1154","null","0","null","0","null",
"1400000US06037277200","Census Tract 2772; Los Angeles County; California","1210","null","1210","null","0","null","0","null",
"1400000US06037277400","Census Tract 2774; Los Angeles County; California","2","null","2","null","0","null","0","null",
"1400000US06037278001","Census Tract 2780.01; Los Angeles County; California","1168","null","1168","null","0","null","0","null",
"1400000US06037278102","Census Tract 2781.02; Los Angeles County; California","1611","null","1611","null","0","null","0","null",
"1400000US06037291110","Census Tract 2911.10; Los Angeles County; California","1377","null","1377","null","0","null","0","null",
"1400000US06037291120","Census Tract 2911.20; Los Angeles County; California","629","null","629","null","0","null","0","null",
"1400000US06037291130","Census Tract 2911.30; Los Angeles County; California","994","null","994","null","0","null","0","null",
"1400000US06037291210","Census Tract 2912.10; Los Angeles County; California","1568","null","1568","null","0","null","0","null",
"1400000US06037291220","Census Tract 2912.20; Los Angeles County; California","1031","null","1031","null","0","null","0","null",
"1400000US06037291300","Census Tract 2913; Los Angeles County; California","1079","null","1079","null","0","null","0","null",
"1400000US06037292001","Census Tract 2920.01; Los Angeles County; California","1456","null","1456","null","0","null","0","null",
"1400000US06037292002","Census Tract 2920.02; Los Angeles County; California","539","null","539","null","0","null","0","null",
"1400000US06037293203","Census Tract 2932.03; Los Angeles County; California","1233","null","1233","null","0","null","0","null",
"1400000US06037293204","Census Tract 2932.04; Los Angeles County; California","1052","null","1052","null","0","null","0","null",
"1400000US06037293205","Census Tract 2932.05; Los Angeles County; California","1344","null","1344","null","0","null","0","null",
"1400000US06037293206","Census Tract 2932.06; Los Angeles County; California","931","null","931","null","0","null","0","null",
"1400000US06037293301","Census Tract 2933.01; Los Angeles County; California","1077","null","1077","null","0","null","0","null",
"1400000US06037293302","Census Tract 2933.02; Los Angeles County; California","1681","null","1681","null","0","null","0","null",
"1400000US06037293304","Census Tract 2933.04; Los Angeles County; California","1477","null","1477","null","0","null","0","null",
"1400000US06037293306","Census Tract 2933.06; Los Angeles County; California","1005","null","1005","null","0","null","0","null",
"1400000US06037293307","Census Tract 2933.07; Los Angeles County; California","946","null","946","null","0","null","0","null",
"1400000US06037294110","Census Tract 2941.10; Los Angeles County; California","1082","null","1082","null","0","null","0","null",
"1400000US06037294120","Census Tract 2941.20; Los Angeles County; California","556","null","556","null","0","null","0","null",
"1400000US06037294200","Census Tract 2942; Los Angeles County; California","1334","null","1334","null","0","null","0","null",
"1400000US06037294301","Census Tract 2943.01; Los Angeles County; California","688","null","688","null","0","null","0","null",
"1400000US06037294302","Census Tract 2943.02; Los Angeles County; California","1248","null","1248","null","0","null","0","null",
"1400000US06037294410","Census Tract 2944.10; Los Angeles County; California","1753","null","1753","null","0","null","0","null",
"1400000US06037294421","Census Tract 2944.21; Los Angeles County; California","984","null","984","null","0","null","0","null",
"1400000US06037294510","Census Tract 2945.10; Los Angeles County; California","1111","null","1111","null","0","null","0","null",
"1400000US06037294520","Census Tract 2945.20; Los Angeles County; California","909","null","909","null","0","null","0","null",
"1400000US06037294610","Census Tract 2946.10; Los Angeles County; California","1172","null","1172","null","0","null","0","null",
"1400000US06037294620","Census Tract 2946.20; Los Angeles County; California","1114","null","1114","null","0","null","0","null",
"1400000US06037294701","Census Tract 2947.01; Los Angeles County; California","963","null","963","null","0","null","0","null",
"1400000US06037294810","Census Tract 2948.10; Los Angeles County; California","1029","null","1029","null","0","null","0","null",
"1400000US06037294820","Census Tract 2948.20; Los Angeles County; California","955","null","955","null","0","null","0","null",
"1400000US06037294830","Census Tract 2948.30; Los Angeles County; California","1023","null","1023","null","0","null","0","null",
"1400000US06037294900","Census Tract 2949; Los Angeles County; California","1040","null","1040","null","0","null","0","null",
"1400000US06037295103","Census Tract 2951.03; Los Angeles County; California","2097","null","2097","null","0","null","0","null",
"1400000US06037296210","Census Tract 2962.10; Los Angeles County; California","987","null","987","null","0","null","0","null",
"1400000US06037296220","Census Tract 2962.20; Los Angeles County; California","1867","null","1867","null","0","null","0","null",
"1400000US06037296300","Census Tract 2963; Los Angeles County; California","2092","null","2092","null","0","null","0","null",
"1400000US06037296401","Census Tract 2964.01; Los Angeles County; California","1313","null","1313","null","0","null","0","null",
"1400000US06037296402","Census Tract 2964.02; Los Angeles County; California","1150","null","1150","null","0","null","0","null",
"1400000US06037296500","Census Tract 2965; Los Angeles County; California","1336","null","1336","null","0","null","0","null",
"1400000US06037296600","Census Tract 2966; Los Angeles County; California","2058","null","2058","null","0","null","0","null",
"1400000US06037296901","Census Tract 2969.01; Los Angeles County; California","1639","null","1639","null","0","null","0","null",
"1400000US06037296902","Census Tract 2969.02; Los Angeles County; California","1725","null","1725","null","0","null","0","null",
"1400000US06037297001","Census Tract 2970.01; Los Angeles County; California","706","null","706","null","0","null","0","null",
"1400000US06037297002","Census Tract 2970.02; Los Angeles County; California","1693","null","1693","null","0","null","0","null",
"1400000US06037297110","Census Tract 2971.10; Los Angeles County; California","1643","null","1643","null","0","null","0","null",
"1400000US06037297120","Census Tract 2971.20; Los Angeles County; California","1215","null","1215","null","0","null","0","null",
"1400000US06037297201","Census Tract 2972.01; Los Angeles County; California","1474","null","1474","null","0","null","0","null",
"1400000US06037297202","Census Tract 2972.02; Los Angeles County; California","1507","null","1507","null","0","null","0","null",
"1400000US06037297300","Census Tract 2973; Los Angeles County; California","864","null","864","null","0","null","0","null",
"1400000US06037297400","Census Tract 2974; Los Angeles County; California","1666","null","1666","null","0","null","0","null",
"1400000US06037297501","Census Tract 2975.01; Los Angeles County; California","1041","null","1041","null","0","null","0","null",
"1400000US06037297502","Census Tract 2975.02; Los Angeles County; California","1180","null","1180","null","0","null","0","null",
"1400000US06037297601","Census Tract 2976.01; Los Angeles County; California","1353","null","1353","null","0","null","0","null",
"1400000US06037297602","Census Tract 2976.02; Los Angeles County; California","1811","null","1811","null","0","null","0","null",
"1400000US06037300100","Census Tract 3001; Los Angeles County; California","2083","null","2083","null","0","null","0","null",
"1400000US06037300200","Census Tract 3002; Los Angeles County; California","1999","null","1999","null","0","null","0","null",
"1400000US06037300301","Census Tract 3003.01; Los Angeles County; California","2196","null","2196","null","0","null","0","null",
"1400000US06037300400","Census Tract 3004; Los Angeles County; California","2158","null","2158","null","0","null","0","null",
"1400000US06037300501","Census Tract 3005.01; Los Angeles County; California","1068","null","1068","null","0","null","0","null",
"1400000US06037300503","Census Tract 3005.03; Los Angeles County; California","2302","null","2302","null","0","null","0","null",
"1400000US06037300601","Census Tract 3006.01; Los Angeles County; California","2040","null","2040","null","0","null","0","null",
"1400000US06037300602","Census Tract 3006.02; Los Angeles County; California","1464","null","1464","null","0","null","0","null",
"1400000US06037300701","Census Tract 3007.01; Los Angeles County; California","2266","null","2204","null","62","null","0","null",
"1400000US06037300702","Census Tract 3007.02; Los Angeles County; California","2150","null","2114","null","36","null","0","null",
"1400000US06037300800","Census Tract 3008; Los Angeles County; California","2919","null","2919","null","0","null","0","null",
"1400000US06037300901","Census Tract 3009.01; Los Angeles County; California","2376","null","2376","null","0","null","0","null",
"1400000US06037300902","Census Tract 3009.02; Los Angeles County; California","743","null","743","null","0","null","0","null",
"1400000US06037301000","Census Tract 3010; Los Angeles County; California","2185","null","2185","null","0","null","0","null",
"1400000US06037301100","Census Tract 3011; Los Angeles County; California","2865","null","2865","null","0","null","0","null",
"1400000US06037301203","Census Tract 3012.03; Los Angeles County; California","1970","null","1970","null","0","null","0","null",
"1400000US06037301204","Census Tract 3012.04; Los Angeles County; California","2215","null","2215","null","0","null","0","null",
"1400000US06037301205","Census Tract 3012.05; Los Angeles County; California","759","null","759","null","0","null","0","null",
"1400000US06037301206","Census Tract 3012.06; Los Angeles County; California","2024","null","2024","null","0","null","0","null",
"1400000US06037301300","Census Tract 3013; Los Angeles County; California","731","null","731","null","0","null","0","null",
"1400000US06037301400","Census Tract 3014; Los Angeles County; California","1374","null","1374","null","0","null","0","null",
"1400000US06037301501","Census Tract 3015.01; Los Angeles County; California","624","null","624","null","0","null","0","null",
"1400000US06037301502","Census Tract 3015.02; Los Angeles County; California","2656","null","2656","null","0","null","0","null",
"1400000US06037301601","Census Tract 3016.01; Los Angeles County; California","2405","null","2405","null","0","null","0","null",
"1400000US06037301602","Census Tract 3016.02; Los Angeles County; California","1703","null","1703","null","0","null","0","null",
"1400000US06037301701","Census Tract 3017.01; Los Angeles County; California","1171","null","1171","null","0","null","0","null",
"1400000US06037301702","Census Tract 3017.02; Los Angeles County; California","2186","null","2186","null","0","null","0","null",
"1400000US06037301801","Census Tract 3018.01; Los Angeles County; California","3332","null","3332","null","0","null","0","null",
"1400000US06037301802","Census Tract 3018.02; Los Angeles County; California","2611","null","2611","null","0","null","0","null",
"1400000US06037301901","Census Tract 3019.01; Los Angeles County; California","2157","null","2157","null","0","null","0","null",
"1400000US06037301902","Census Tract 3019.02; Los Angeles County; California","1248","null","1248","null","0","null","0","null",
"1400000US06037302002","Census Tract 3020.02; Los Angeles County; California","1906","null","1906","null","0","null","0","null",
"1400000US06037302003","Census Tract 3020.03; Los Angeles County; California","1466","null","1466","null","0","null","0","null",
"1400000US06037302004","Census Tract 3020.04; Los Angeles County; California","1718","null","1718","null","0","null","0","null",
"1400000US06037302102","Census Tract 3021.02; Los Angeles County; California","2718","null","2718","null","0","null","0","null",
"1400000US06037302103","Census Tract 3021.03; Los Angeles County; California","2090","null","2090","null","0","null","0","null",
"1400000US06037302104","Census Tract 3021.04; Los Angeles County; California","1584","null","1584","null","0","null","0","null",
"1400000US06037302201","Census Tract 3022.01; Los Angeles County; California","2011","null","2011","null","0","null","0","null",
"1400000US06037302202","Census Tract 3022.02; Los Angeles County; California","2016","null","2016","null","0","null","0","null",
"1400000US06037302301","Census Tract 3023.01; Los Angeles County; California","1566","null","1566","null","0","null","0","null",
"1400000US06037302302","Census Tract 3023.02; Los Angeles County; California","2106","null","2106","null","0","null","0","null",
"1400000US06037302401","Census Tract 3024.01; Los Angeles County; California","2820","null","2820","null","0","null","0","null",
"1400000US06037302503","Census Tract 3025.03; Los Angeles County; California","1520","null","1520","null","0","null","0","null",
"1400000US06037302504","Census Tract 3025.04; Los Angeles County; California","1509","null","1509","null","0","null","0","null",
"1400000US06037302505","Census Tract 3025.05; Los Angeles County; California","1309","null","1309","null","0","null","0","null",
"1400000US06037302506","Census Tract 3025.06; Los Angeles County; California","1326","null","1326","null","0","null","0","null",
"1400000US06037310100","Census Tract 3101; Los Angeles County; California","2111","null","2074","null","37","null","0","null",
"1400000US06037310201","Census Tract 3102.01; Los Angeles County; California","2161","null","2161","null","0","null","0","null",
"1400000US06037310202","Census Tract 3102.02; Los Angeles County; California","1944","null","1944","null","0","null","0","null",
