Plurality Race,Tract Number
Some Other Race,1106.06
Asian,1106.07
White,9800.0
White,201.04
White,201.05
White,201.06
White,201.07
White,202.0
White,203.0
White,204.01
White,204.02
White,205.01
White,205.02
White,206.01
White,206.04
White,206.05
White,206.06
White,206.07
White,206.08
White,207.1
White,207.11
White,207.12
White,207.13
White,207.14
White,207.15
White,207.17
White,208.05
White,208.06
White,209.01
White,209.08
White,210.03
White,210.34
White,210.37
White,210.38
White,210.39
White,210.4
White,210.43
White,210.44
White,210.45
White,210.46
White,210.47
White,210.48
White,211.03
White,211.06
White,211.08
White,211.09
White,211.22
White,211.23
White,211.28
White,211.29
White,211.3
White,211.31
White,212.03
White,212.04
White,213.04
White,213.23
White,213.24
White,213.25
White,213.26
White,213.27
White,213.28
White,214.01
White,214.03
White,215.01
White,215.02
White,216.03
White,216.04
White,218.01
White,218.02
White,219.01
White,219.02
White,220.02
White,220.11
White,220.13
White,220.14
White,221.0
White,222.0
White,223.0
White,224.0
White,225.0
White,226.0
White,228.0
White,229.0
White,230.0
White,231.0
White,232.0
White,233.0
White,234.0
White,235.01
White,235.02
White,236.0
White,237.0
White,238.0
White,239.0
White,1.0
White,2.01
White,2.02
White,3.0
White,4.0
White,5.01
White,5.02
Some Other Race,301.01
Some Other Race,301.03
Some Other Race,301.04
White,302.0
White,303.0
Some Other Race,304.0
Some Other Race,305.01
Some Other Race,305.02
Some Other Race,305.03
White,306.02
White,306.03
White,306.04
White,306.05
White,307.0
White,308.0
Some Other Race,309.0
White,310.01
Some Other Race,310.02
White,311.0
White,312.0
Some Other Race,313.0
Some Other Race,314.01
White,314.02
White,315.01
White,315.03
Some Other Race,315.04
Some Other Race,316.01
Some Other Race,316.02
Some Other Race,317.01
White,317.02
White,317.03
White,317.04
Some Other Race,401.01
Some Other Race,401.02
Some Other Race,402.01
Some Other Race,402.02
Some Other Race,402.03
Some Other Race,402.04
White,403.02
Some Other Race,403.03
Some Other Race,403.04
Some Other Race,403.05
Some Other Race,404.02
Some Other Race,404.03
Some Other Race,404.04
White,404.05
Some Other Race,405.01
Some Other Race,405.02
White,405.03
Some Other Race,406.03
White,406.04
Some Other Race,406.05
Some Other Race,406.06
Asian,406.09
Asian,406.11
Asian,406.16
Asian,406.17
White,406.18
Asian,406.19
White,406.2
White,406.21
Asian,406.22
White,407.01
White,407.02
White,407.03
White,408.06
White,408.07
Some Other Race,408.08
White,408.09
White,408.12
White,408.13
White,408.14
White,408.15
White,408.16
White,408.21
White,409.01
White,409.02
White,409.03
Some Other Race,409.04
Some Other Race,410.01
Some Other Race,410.02
Some Other Race,410.03
Some Other Race,410.04
Some Other Race,411.01
Some Other Race,411.02
Some Other Race,412.01
Some Other Race,412.02
Some Other Race,412.03
Some Other Race,413.01
Some Other Race,413.02
White,414.03
Some Other Race,414.04
Some Other Race,414.05
White,414.06
Some Other Race,414.07
Some Other Race,414.08
Some Other Race,414.1
Some Other Race,414.11
White,414.12
White,414.13
White,414.14
White,414.15
Some Other Race,415.0
Some Other Race,416.01
Some Other Race,416.02
White,417.02
Some Other Race,417.03
Some Other Race,417.04
White,418.03
White,418.04
White,418.05
White,418.06
White,418.07
White,418.08
White,418.09
White,418.1
White,418.12
White,418.13
White,419.04
White,419.05
Some Other Race,419.06
White,419.09
White,419.1
White,419.12
White,419.13
White,419.14
White,419.15
White,420.03
White,420.04
White,420.05
White,420.07
White,420.08
Some Other Race,420.09
Some Other Race,420.1
White,420.12
White,420.15
White,420.16
White,420.17
White,420.18
White,422.06
White,422.07
White,422.08
Some Other Race,422.09
White,422.1
White,422.12
White,422.13
White,422.14
White,422.17
Some Other Race,423.0
White,424.01
Some Other Race,424.02
Some Other Race,424.03
Some Other Race,424.04
Some Other Race,424.05
Some Other Race,424.06
Some Other Race,424.07
Some Other Race,424.08
Some Other Race,424.09
Some Other Race,424.1
White,424.11
White,424.12
Some Other Race,425.05
Some Other Race,425.07
Some Other Race,425.08
Some Other Race,425.09
Some Other Race,425.1
Some Other Race,425.11
Some Other Race,425.12
Some Other Race,425.13
Some Other Race,425.14
Some Other Race,425.15
Some Other Race,425.16
Some Other Race,425.17
Some Other Race,425.18
Some Other Race,425.19
Some Other Race,425.2
Some Other Race,425.21
Some Other Race,425.22
Some Other Race,425.23
Some Other Race,426.21
Some Other Race,426.22
White,426.23
White,426.24
Some Other Race,426.25
Some Other Race,426.26
Some Other Race,426.27
Some Other Race,426.28
Some Other Race,426.29
Some Other Race,426.3
Some Other Race,426.31
Some Other Race,426.32
White,427.08
White,427.09
White,427.11
White,427.14
White,427.16
White,427.17
Some Other Race,427.19
White,427.2
White,427.23
White,427.24
White,427.26
White,427.28
Some Other Race,427.3
White,427.31
White,427.32
White,427.33
White,427.37
White,427.38
White,427.39
White,427.4
White,427.41
White,427.42
White,427.43
Some Other Race,427.44
White,427.45
Some Other Race,427.46
Some Other Race,427.47
White,427.48
White,427.49
White,427.5
White,427.51
White,427.52
Some Other Race,428.01
Some Other Race,428.02
Some Other Race,429.02
Some Other Race,429.03
Some Other Race,429.05
Some Other Race,429.06
Some Other Race,429.07
Some Other Race,429.08
White,430.01
Some Other Race,430.03
White,430.05
Some Other Race,430.06
White,430.07
White,430.08
White,430.09
White,430.1
White,432.01
White,432.02
White,432.03
White,432.04
White,432.05
White,432.06
White,432.07
White,432.08
White,432.09
White,432.1
White,432.11
White,432.16
White,432.17
White,432.18
White,432.2
White,432.22
White,432.27
White,432.28
White,432.29
White,432.35
White,432.46
White,432.48
White,432.52
White,432.54
White,432.56
White,432.62
White,432.64
White,432.65
White,432.66
White,432.67
White,432.7
White,432.71
White,432.72
White,432.74
White,432.76
White,432.78
White,432.79
White,432.92
White,432.93
White,432.94
White,432.95
White,432.96
White,432.97
White,432.98
White,433.04
White,433.06
White,433.07
Some Other Race,433.08
White,433.09
White,433.1
White,433.11
White,433.12
White,433.13
White,433.14
White,433.15
White,433.16
White,433.18
White,433.19
White,434.01
White,434.03
White,434.04
White,434.05
White,435.03
White,435.05
White,435.06
White,435.09
Some Other Race,435.12
White,435.13
Some Other Race,435.17
White,435.18
White,435.19
White,435.2
Some Other Race,435.21
Some Other Race,435.22
White,435.23
White,435.24
Some Other Race,436.01
Some Other Race,436.02
White,437.01
White,437.02
White,437.03
White,438.02
White,438.07
White,438.09
White,438.1
White,438.12
White,438.13
White,438.18
White,438.2
White,438.21
White,438.22
White,438.23
White,438.24
White,439.0
Some Other Race,440.0
Some Other Race,441.01
White,441.02
White,441.03
White,441.04
Some Other Race,442.0
Some Other Race,443.0
White,444.03
White,444.04
White,444.05
White,444.06
White,444.07
White,445.05
Some Other Race,445.07
Some Other Race,445.09
Some Other Race,445.1
Some Other Race,445.15
Some Other Race,445.16
White,445.17
White,445.18
White,445.2
White,445.21
White,445.23
Some Other Race,445.24
White,446.02
White,446.04
White,446.05
White,446.06
White,447.01
Some Other Race,447.02
White,448.04
White,448.05
White,448.06
White,448.07
White,449.04
Some Other Race,449.07
White,449.11
White,449.16
White,449.17
White,449.18
White,449.19
White,449.21
White,449.22
White,449.23
Some Other Race,449.24
Some Other Race,449.25
Some Other Race,449.26
White,449.27
White,449.28
White,449.29
White,449.3
Some Other Race,449.31
White,449.32
Some Other Race,449.33
Some Other Race,449.34
White,450.0
White,451.03
White,451.09
White,451.1
White,451.14
White,451.15
White,451.16
White,451.17
White,451.18
White,451.19
White,451.2
White,451.22
White,451.23
White,451.24
White,451.25
White,451.26
White,451.27
White,451.28
White,451.29
Some Other Race,452.07
Some Other Race,452.09
White,452.12
Some Other Race,452.13
White,452.14
White,452.16
Some Other Race,452.17
White,452.22
White,452.24
Some Other Race,452.26
White,452.28
White,452.33
White,452.34
White,452.35
Some Other Race,453.02
Some Other Race,453.03
White,453.05
White,453.06
Some Other Race,455.01
Some Other Race,455.02
White,456.06
Some Other Race,456.1
Some Other Race,456.11
Some Other Race,456.12
White,456.13
White,456.14
Some Other Race,456.15
Some Other Race,456.16
White,456.17
Some Other Race,456.18
Some Other Race,456.19
Some Other Race,457.03
Some Other Race,457.04
Some Other Race,457.06
Some Other Race,457.07
Some Other Race,457.08
Some Other Race,457.09
White,459.0
White,461.01
Some Other Race,461.02
White,461.03
Some Other Race,462.0
White,464.01
White,464.02
White,464.03
White,464.04
White,464.05
White,465.01
White,465.02
Some Other Race,466.01
White,466.02
Some Other Race,467.0
Some Other Race,468.0
White,469.0
White,470.0
White,472.01
White,472.02
White,479.01
White,479.02
White,481.0
White,482.0
Some Other Race,483.0
Black or African American,487.0
Some Other Race,488.0
Some Other Race,489.01
Some Other Race,489.02
Black or African American,490.01
Black or African American,490.02
White,491.01
White,491.02
White,494.0
Some Other Race,495.01
Some Other Race,495.02
White,496.0
White,497.01
White,497.02
White,498.0
White,503.01
White,503.02
White,504.01
White,504.02
White,505.01
White,505.02
White,505.03
White,506.0
White,507.01
White,507.02
White,509.01
White,509.02
Some Other Race,511.0
White,512.0
White,513.01
White,513.02
White,514.01
White,514.02
White,9401.0
Some Other Race,9404.0
White,9405.0
White,9406.0
White,9407.0
White,9408.0
White,9409.0
White,9410.01
White,9410.02
White,9411.0
White,9412.0
White,9413.0
White,9414.0
White,9415.0
American,9800.04
Some Other Race,9810.0
White,1.0
White,2.0
White,3.0
White,4.0
White,5.01
White,5.02
White,6.0
White,7.0
White,8.0
White,11.02
White,11.03
White,12.01
White,12.02
White,13.0
White,14.0
White,15.0
White,16.01
White,16.02
White,17.01
White,17.02
White,18.0
White,19.0
White,20.0
White,21.0
White,22.0
White,23.0
White,24.0
White,25.0
White,26.0
White,27.0
White,28.0
White,29.0
White,30.01
White,30.02
White,31.01
White,31.02
Asian,32.02
Asian,32.03
Asian,32.04
White,33.0
White,34.0
White,35.01
White,35.02
White,36.0
Some Other Race,37.0
White,38.0
White,39.0
White,40.05
White,40.06
White,40.08
Asian,40.11
White,40.12
White,40.13
White,40.14
White,40.15
White,40.16
White,40.17
Asian,40.18
White,40.19
White,40.2
Asian,41.0
Some Other Race,42.01
Some Other Race,42.02
Asian,42.03
Asian,43.01
Asian,43.02
Some Other Race,44.01
Some Other Race,44.02
Some Other Race,45.01
Some Other Race,45.02
Some Other Race,46.02
Some Other Race,46.03
Some Other Race,46.04
Asian,47.01
Some Other Race,47.02
Asian,48.01
Asian,48.02
Some Other Race,49.04
Asian,49.06
Black or African American,49.07
Asian,49.08
Black or African American,49.09
Some Other Race,49.1
Asian,50.02
Asian,50.03
Asian,50.04
Asian,51.01
White,51.02
White,52.01
White,52.02
White,52.04
White,52.05
White,53.01
White,54.02
White,54.03
White,54.04
White,55.02
White,55.05
White,55.06
White,55.08
White,55.09
White,55.1
White,56.01
White,56.05
White,56.06
White,57.01
White,57.02
White,58.01
White,58.03
White,58.04
White,59.01
White,59.03
White,59.04
White,60.02
White,60.03
White,60.04
White,61.01
White,61.02
White,62.02
White,62.03
White,62.04
White,63.0
White,64.0
Black or African American,65.01
White,65.02
White,66.0
Some Other Race,67.03
White,67.04
Asian,67.05
Asian,67.06
Some Other Race,68.01
Some Other Race,68.02
Some Other Race,68.03
White,69.01
White,69.02
Some Other Race,70.01
Some Other Race,70.07
White,70.1
White,70.11
White,70.12
White,70.13
Asian,70.16
White,70.17
Asian,70.19
White,70.2
White,70.21
Black or African American,70.22
White,70.23
White,70.24
White,70.25
White,70.26
Asian,70.27
Asian,70.28
White,71.01
Asian,71.03
White,71.05
White,71.06
Asian,71.07
Asian,71.08
White,71.09
White,71.1
White,71.11
White,72.02
White,72.04
White,72.06
White,72.07
White,72.08
White,72.09
White,73.01
White,74.02
White,74.03
White,74.13
White,74.14
White,74.15
White,74.16
White,74.17
White,74.22
White,74.23
White,74.24
White,74.26
White,74.27
White,74.28
White,74.29
White,74.3
White,74.31
White,74.32
White,74.34
White,74.35
White,74.36
White,74.37
White,74.38
White,74.39
White,75.01
White,75.03
White,75.04
White,76.02
White,76.03
White,76.04
White,77.01
White,77.02
White,78.01
White,78.02
White,79.03
White,79.04
White,79.05
White,79.06
White,80.05
White,80.06
White,80.07
White,80.08
White,80.09
White,80.1
White,81.11
White,81.13
White,81.17
White,81.19
White,81.2
White,81.22
White,81.24
White,81.25
White,81.27
White,81.28
White,81.29
White,81.3
White,81.31
White,81.32
White,81.33
White,81.34
White,81.35
White,81.36
White,81.37
White,81.38
White,81.39
White,81.4
White,81.41
White,81.42
White,81.43
White,81.44
White,81.45
White,82.03
White,82.04
White,82.06
White,82.07
White,82.08
White,82.09
White,82.1
White,82.11
White,84.02
White,84.03
White,84.04
White,85.01
White,85.04
White,85.05
White,85.06
White,85.07
White,85.08
White,85.09
White,85.1
White,85.12
White,85.13
White,86.01
White,86.02
White,87.02
White,87.03
White,87.04
White,87.06
White,87.07
White,87.08
White,88.02
White,88.03
White,89.05
White,89.07
White,89.08
White,89.09
White,89.1
White,89.11
White,89.12
White,89.13
White,90.04
White,90.05
White,90.06
White,90.07
White,90.08
White,90.1
White,90.11
White,91.03
White,91.05
White,91.06
White,91.07
White,91.08
White,91.09
White,91.1
White,91.11
White,91.12
Asian,92.01
White,93.07
White,93.08
White,93.09
White,93.1
Asian,93.11
Asian,93.12
Asian,93.14
Asian,93.16
Asian,93.17
Asian,93.18
Asian,93.19
Asian,93.2
Asian,93.21
White,93.23
Asian,93.26
Asian,93.28
Asian,93.29
Asian,93.3
Asian,93.31
White,93.32
Asian,93.33
Asian,93.34
Asian,93.35
White,93.36
White,94.03
White,94.04
White,94.06
White,94.08
White,94.09
White,94.1
White,95.01
White,95.02
White,95.03
White,95.04
Asian,96.01
Asian,96.08
Asian,96.09
Asian,96.1
White,96.11
White,96.12
Asian,96.14
White,96.16
White,96.17
Asian,96.18
White,96.22
Asian,96.32
Asian,96.33
Asian,96.34
Asian,96.35
Asian,96.37
Asian,96.39
Black or African American,96.4
Asian,96.41
White,96.42
White,96.43
White,96.44
Asian,96.45
Asian,96.46
Asian,96.47
Asian,96.48
Asian,96.49
Asian,96.5
Asian,96.51
Asian,96.52
White,96.53
White,98.0
White,99.0
Black or African American,9883.0
White,1.0
White,2.0
Some Other Race,3.0
Some Other Race,4.0
White,5.01
Some Other Race,5.02
White,6.01
White,6.02
Some Other Race,7.01
White,7.02
White,8.01
White,8.02
Asian,1.03
Asian,1.04
Asian,1.05
White,1.07
White,1.08
White,1.09
White,1.11
Asian,1.15
Asian,1.17
Asian,1.18
White,1.19
Asian,1.2
Asian,1.21
Asian,1.22
Some Other Race,2.01
Some Other Race,2.03
Some Other Race,2.05
Some Other Race,2.07
Some Other Race,2.08
Some Other Race,3.04
Some Other Race,3.05
Some Other Race,3.06
Some Other Race,3.07
Some Other Race,3.08
White,4.01
White,4.03
White,4.04
White,5.01
Some Other Race,5.03
White,5.04
Some Other Race,6.03
Some Other Race,6.04
Some Other Race,6.05
Some Other Race,6.06
White,8.04
White,8.08
White,8.12
White,8.13
White,8.14
White,8.15
White,8.16
White,8.17
White,8.18
White,8.19
White,8.2
White,8.21
White,8.23
White,8.24
Some Other Race,8.25
White,8.26
White,9.01
Some Other Race,9.03
Some Other Race,9.04
Some Other Race,10.01
Some Other Race,10.02
Some Other Race,11.01
White,11.03
White,11.04
White,12.0
Some Other Race,13.05
Some Other Race,13.07
Some Other Race,13.08
Some Other Race,13.09
Some Other Race,13.1
Asian,13.11
Some Other Race,13.12
Some Other Race,14.0
Some Other Race,15.01
Some Other Race,15.03
Some Other Race,15.04
Some Other Race,16.0
White,17.02
White,17.03
Some Other Race,17.04
Some Other Race,17.06
Some Other Race,17.07
White,18.03
Some Other Race,18.04
White,18.06
Some Other Race,18.08
Some Other Race,18.09
Some Other Race,18.1
Some Other Race,18.12
Some Other Race,18.13
White,19.01
Asian,19.06
Asian,19.07
Asian,19.08
Asian,19.09
Some Other Race,19.1
White,19.11
White,20.11
White,20.13
White,20.14
White,20.15
White,20.16
White,20.17
White,20.18
White,20.19
White,20.21
White,20.23
White,20.25
White,20.27
White,20.28
White,20.29
White,20.31
White,20.35
White,20.37
White,20.38
White,20.39
White,20.4
White,20.41
White,20.42
Asian,20.43
White,20.44
White,20.45
White,20.46
White,20.47
White,20.48
White,20.49
White,20.5
White,20.51
Some Other Race,21.01
White,21.03
White,21.05
White,21.07
White,21.09
White,21.11
White,21.12
Some Other Race,22.04
White,22.06
Some Other Race,22.07
Some Other Race,23.06
Some Other Race,23.07
Some Other Race,23.08
Some Other Race,23.09
White,23.1
White,23.11
White,23.12
Some Other Race,23.13
White,23.14
White,23.15
Some Other Race,24.03
Some Other Race,24.04
Some Other Race,24.05
Some Other Race,24.06
Some Other Race,25.01
Some Other Race,25.03
Some Other Race,25.04
Some Other Race,26.02
Some Other Race,26.04
Some Other Race,26.06
Some Other Race,26.08
Some Other Race,26.09
Some Other Race,26.1
Some Other Race,26.11
White,27.03
Some Other Race,27.05
White,27.06
Some Other Race,27.07
White,27.08
Some Other Race,27.09
Some Other Race,28.01
Some Other Race,28.03
Some Other Race,28.04
Some Other Race,29.01
Some Other Race,29.02
Some Other Race,30.0
Some Other Race,31.01
Some Other Race,31.02
Some Other Race,32.01
Some Other Race,32.02
Some Other Race,33.01
Some Other Race,33.02
Some Other Race,34.01
Some Other Race,34.03
Some Other Race,34.04
Some Other Race,34.05
Some Other Race,35.03
Some Other Race,35.05
Some Other Race,35.06
Some Other Race,35.07
Some Other Race,35.09
Some Other Race,35.1
Some Other Race,36.03
Some Other Race,36.05
Some Other Race,36.06
Some Other Race,36.07
Some Other Race,36.09
Some Other Race,36.11
Some Other Race,36.12
Some Other Race,37.0
Some Other Race,38.01
Some Other Race,38.03
Some Other Race,38.04
Some Other Race,39.0
Some Other Race,40.01
Some Other Race,40.03
Some Other Race,40.04
Some Other Race,41.01
Some Other Race,41.03
Some Other Race,41.04
Some Other Race,42.01
Some Other Race,42.02
Some Other Race,43.01
Some Other Race,43.02
Some Other Race,44.01
Some Other Race,44.03
Some Other Race,44.04
White,45.03
White,45.05
Some Other Race,45.07
Some Other Race,45.09
White,45.1
White,45.11
White,45.12
Some Other Race,46.01
Some Other Race,46.03
Some Other Race,46.04
Some Other Race,47.0
Some Other Race,48.0
Some Other Race,49.01
Some Other Race,49.02
White,51.01
Some Other Race,51.02
Some Other Race,52.0
Some Other Race,53.0
Some Other Race,54.0
Some Other Race,55.01
Some Other Race,55.02
Some Other Race,56.01
Some Other Race,56.02
Some Other Race,57.01
Some Other Race,58.0
Some Other Race,61.01
Some Other Race,61.02
Some Other Race,62.01
Some Other Race,62.03
Some Other Race,62.04
Some Other Race,63.01
Some Other Race,63.03
Some Other Race,63.04
Some Other Race,64.01
Some Other Race,64.02
Some Other Race,65.01
Some Other Race,65.02
Some Other Race,66.01
Some Other Race,66.03
Some Other Race,66.04
Some Other Race,67.0
Some Other Race,70.01
Some Other Race,70.02
White,71.04
White,71.05
White,71.06
Some Other Race,71.07
White,71.08
White,71.1
White,71.11
Some Other Race,71.12
Asian,72.01
Some Other Race,72.02
White,73.03
White,73.05
White,73.06
Asian,73.07
White,73.08
White,74.04
Some Other Race,74.07
Some Other Race,74.08
Some Other Race,74.09
White,74.1
White,74.11
White,74.12
Some Other Race,76.03
Some Other Race,76.04
Some Other Race,76.05
Some Other Race,76.06
White,78.0
White,79.03
White,79.04
White,79.05
White,79.06
White,80.01
Some Other Race,80.03
Some Other Race,80.04
White,81.0
White,82.01
White,82.02
White,83.01
White,83.02
White,84.02
White,84.03
White,84.04
White,84.05
White,84.06
White,85.01
White,85.02
White,86.01
White,86.02
White,87.05
White,87.08
White,87.09
White,87.1
White,87.11
White,87.12
White,87.13
White,87.14
White,87.15
White,87.16
White,88.0
White,89.01
White,91.09
White,91.19
White,91.2
White,91.21
White,91.22
White,91.23
Some Other Race,91.24
Some Other Race,91.25
Some Other Race,91.26
Some Other Race,91.27
Some Other Race,91.28
Some Other Race,91.29
Some Other Race,91.3
Black or African American,91.31
Some Other Race,91.32
Some Other Race,91.33
White,91.34
White,91.35
Some Other Race,91.36
White,91.37
White,91.38
Some Other Race,91.39
White,92.01
White,92.02
White,93.0
Black or African American,94.0
White,95.01
White,95.02
White,97.08
White,97.09
White,97.12
White,97.13
White,97.14
White,97.17
White,97.18
White,97.19
White,97.2
White,97.21
White,97.22
White,97.23
White,97.24
White,97.25
White,97.26
White,97.27
Some Other Race,98.0
White,99.06
White,99.08
Some Other Race,99.1
White,99.11
White,99.12
Some Other Race,99.13
Black or African American,99.14
Some Other Race,99.15
Some Other Race,99.16
Some Other Race,99.17
Some Other Race,99.18
White,100.09
Some Other Race,100.1
Some Other Race,100.11
White,100.12
Some Other Race,100.14
White,100.15
Some Other Race,100.16
Some Other Race,100.19
White,100.21
White,100.22
White,100.23
White,100.24
White,100.27
White,100.28
White,100.29
White,100.3
White,100.31
White,100.32
White,100.33
White,100.34
Some Other Race,100.35
White,100.36
White,100.37
White,100.38
White,100.39
White,100.4
White,100.41
Some Other Race,100.42
White,103.0
White,104.02
White,104.1
White,104.13
White,104.15
White,104.17
White,104.19
White,104.2
White,104.22
White,104.24
White,104.25
White,104.26
White,104.27
White,104.28
White,104.29
White,104.3
White,104.31
White,104.32
White,104.33
White,104.34
White,104.35
White,104.36
White,107.0
White,108.03
White,108.04
White,108.05
White,108.06
White,109.03
White,109.04
White,109.05
White,109.06
White,110.02
White,110.03
White,110.04
White,111.01
White,111.02
White,112.03
White,112.04
White,112.05
White,112.06
White,113.0
White,114.04
White,114.05
White,114.06
White,114.07
White,114.08
White,115.0
White,116.01
White,116.02
White,117.0
White,118.01
White,118.02
White,119.0
White,120.01
White,120.02
White,121.01
White,121.03
White,121.05
White,121.06
Asian,122.01
Some Other Race,122.02
White,123.0
Some Other Race,124.0
Some Other Race,125.0
White,127.0
White,250.0
White,251.0
White,9401.0
White,9801.0
White,9802.0
White,1.0
White,2.01
White,2.02
White,3.01
White,3.02
White,4.0
White,5.0
White,6.0
White,7.0
White,8.0
White,9.01
White,9.02
White,10.0
White,11.0
White,12.01
White,12.02
White,13.01
White,13.02
White,14.0
White,15.0
White,16.0
White,17.0
White,18.01
White,18.02
White,19.0
White,20.01
White,20.02
White,21.0
Some Other Race,22.01
Some Other Race,22.02
White,23.01
Some Other Race,23.02
White,24.01
Some Other Race,24.02
Some Other Race,25.01
White,25.02
Some Other Race,26.01
Some Other Race,26.02
White,27.02
White,27.03
Asian,27.05
Some Other Race,27.07
Some Other Race,27.08
Some Other Race,27.09
Asian,27.1
White,27.11
Black or African American,27.12
White,28.01
White,28.03
White,28.04
White,29.02
White,29.03
White,29.04
White,29.05
Some Other Race,30.01
White,30.03
Some Other Race,30.04
Some Other Race,31.01
Some Other Race,31.03
Some Other Race,31.05
Asian,31.07
Some Other Race,31.08
Asian,31.09
Some Other Race,31.11
Some Other Race,31.12
Asian,31.13
Asian,31.14
Asian,31.15
White,32.01
White,32.02
White,32.04
White,32.07
Asian,32.08
Asian,32.09
White,32.11
Asian,32.12
Asian,32.13
Asian,32.14
Some Other Race,33.01
Some Other Race,33.03
Some Other Race,33.04
Some Other Race,33.05
White,34.01
Some Other Race,34.03
Some Other Race,34.04
Some Other Race,35.01
Some Other Race,35.02
Some Other Race,36.01
Some Other Race,36.02
Some Other Race,36.03
White,38.0
Some Other Race,39.01
Some Other Race,39.02
Some Other Race,40.0
White,41.01
White,41.02
White,42.0
White,43.0
White,44.0
White,45.01
White,46.0
White,47.0
Some Other Race,48.0
Some Other Race,49.0
Some Other Race,50.0
White,51.01
White,51.02
White,51.03
White,52.01
White,52.02
White,53.01
White,53.02
White,54.01
White,54.02
White,54.03
White,55.0
White,56.01
White,56.02
White,57.0
White,58.01
White,58.02
White,59.0
White,60.0
White,61.0
White,62.0
White,63.0
White,65.0
White,66.0
White,68.01
White,68.02
White,69.0
White,70.02
White,71.0
White,72.0
White,73.02
White,73.03
White,73.04
White,74.01
White,74.02
White,75.01
White,75.02
White,76.01
White,76.02
White,77.01
White,77.02
White,78.0
White,79.05
White,79.07
White,79.08
White,79.1
White,79.11
White,79.12
White,80.02
White,80.03
White,80.06
White,81.01
White,81.02
White,82.01
White,82.02
White,83.01
White,83.03
White,83.05
White,83.06
White,83.07
White,83.1
White,83.11
White,83.12
White,83.13
White,83.24
White,83.27
White,83.28
White,83.3
White,83.31
White,83.36
White,83.37
White,83.39
White,83.43
White,83.44
White,83.45
Asian,83.46
Asian,83.47
Asian,83.48
Asian,83.49
Asian,83.5
Asian,83.51
Asian,83.52
Asian,83.53
Asian,83.55
Asian,83.56
Asian,83.57
Asian,83.58
Asian,83.59
Asian,83.6
White,83.61
White,83.62
Asian,83.63
White,83.64
White,83.65
Asian,83.66
White,83.67
Asian,83.68
White,83.69
White,83.7
White,83.71
White,83.72
White,83.73
White,83.74
White,83.75
White,83.76
White,83.77
Asian,83.78
Asian,83.79
Asian,83.8
Asian,83.81
White,85.01
White,85.02
White,85.03
White,85.04
White,85.05
White,85.06
White,85.07
White,85.09
White,85.1
White,85.11
White,85.12
White,85.13
Some Other Race,86.0
White,87.01
White,87.02
Asian,88.0
White,89.01
White,89.02
White,90.0
White,91.01
White,91.02
White,91.03
White,91.04
White,91.07
White,91.08
White,91.09
White,92.01
White,92.03
White,92.04
White,93.01
White,93.05
White,93.06
White,93.07
White,93.08
White,94.0
White,95.02
White,95.04
White,95.05
White,95.06
White,95.07
White,95.09
White,95.1
White,95.11
White,96.02
White,96.03
White,96.04
White,97.03
White,97.04
White,97.05
White,97.06
White,98.01
White,98.02
White,98.04
White,98.05
White,99.01
White,99.02
Some Other Race,100.01
Some Other Race,100.03
Some Other Race,100.04
Some Other Race,100.05
Some Other Race,100.09
Some Other Race,100.1
Some Other Race,100.11
Some Other Race,100.12
Some Other Race,100.13
Some Other Race,100.15
Some Other Race,100.16
Some Other Race,100.17
Some Other Race,100.18
Some Other Race,100.19
Some Other Race,101.03
White,101.04
Some Other Race,101.06
Some Other Race,101.07
Some Other Race,101.09
Some Other Race,101.1
Some Other Race,101.11
Some Other Race,101.12
White,102.01
White,102.02
White,103.0
White,104.01
Some Other Race,104.02
White,105.01
White,105.02
White,106.01
White,108.0
White,109.0
White,110.0
White,111.0
White,113.0
Some Other Race,116.01
Some Other Race,116.02
Some Other Race,117.0
Some Other Race,118.01
Some Other Race,118.02
Asian,119.02
Asian,120.02
Asian,120.03
Some Other Race,121.01
Some Other Race,121.02
Some Other Race,122.0
White,123.02
White,123.03
White,123.04
Some Other Race,124.01
Some Other Race,124.02
Some Other Race,125.01
Some Other Race,125.02
Some Other Race,126.0
Some Other Race,127.0
White,128.0
White,129.0
Some Other Race,130.0
Some Other Race,131.02
Some Other Race,131.03
Some Other Race,131.04
Some Other Race,132.03
Some Other Race,132.04
Some Other Race,132.05
Some Other Race,132.06
White,133.01
Some Other Race,133.02
Some Other Race,133.03
Some Other Race,133.06
Some Other Race,133.07
Some Other Race,133.08
White,133.09
Some Other Race,133.12
White,133.15
White,133.16
Asian,133.17
Asian,133.18
White,133.19
White,133.2
Asian,133.21
White,133.22
Asian,133.23
Some Other Race,133.24
Asian,133.25
Asian,133.26
Asian,133.27
White,134.01
White,134.09
White,134.11
White,134.12
White,134.14
White,134.15
White,134.16
White,134.17
White,134.18
White,134.2
White,134.21
White,134.22
White,134.23
White,134.24
White,134.25
White,135.03
White,135.04
White,135.05
White,135.06
White,136.01
White,136.04
White,136.05
White,136.07
White,136.08
White,137.01
White,137.02
White,138.01
Some Other Race,138.02
White,139.03
White,139.05
White,139.06
Some Other Race,139.07
Some Other Race,139.08
Some Other Race,139.09
White,140.01
White,140.02
White,141.01
Black or African American,141.02
White,142.0
White,143.0
White,144.0
White,145.0
White,146.01
White,146.02
White,147.01
White,147.02
White,148.03
White,148.04
White,148.05
White,148.06
White,149.01
White,149.02
White,150.01
White,150.02
White,151.0
White,152.0
White,153.01
