Plurality Race,Tract Number
Some Other Race,1343.06
White,1344.21
White,1344.22
White,1344.23
White,1344.24
Some Other Race,1345.2
Some Other Race,1345.21
Some Other Race,1345.22
Some Other Race,1347.1
Some Other Race,1347.2
White,1348.01
White,1348.02
White,1349.01
White,1349.04
White,1349.05
Some Other Race,1349.06
White,1349.07
White,1351.02
White,1351.11
White,1351.13
Asian,1351.15
White,1351.16
White,1352.01
White,1352.02
White,1352.04
White,1352.05
White,1370.0
White,1371.03
White,1371.04
White,1372.02
White,1372.03
White,1373.01
White,1373.02
White,1374.01
White,1374.02
White,1375.01
White,1375.02
White,1375.04
White,1380.0
White,1390.01
White,1392.0
White,1393.01
White,1393.02
White,1393.03
White,1394.01
White,1394.02
White,1395.02
White,1395.04
White,1395.05
White,1395.06
White,1396.0
White,1397.01
White,1397.03
White,1397.04
White,1397.05
White,1398.01
White,1398.02
White,1411.01
White,1411.02
White,1412.01
White,1412.02
White,1413.03
White,1413.04
White,1413.05
White,1413.06
White,1414.0
White,1415.0
White,1416.0
White,1417.0
White,1431.01
White,1431.02
White,1432.0
White,1433.01
White,1433.02
White,1434.01
White,1434.02
White,1435.0
White,1436.02
White,1436.03
White,1436.05
White,1436.06
White,1437.0
White,1438.01
White,1438.02
White,1439.01
White,1439.02
White,1810.0
White,1813.0
White,1814.0
White,1815.0
White,1816.0
White,1831.01
Some Other Race,1831.03
White,1831.04
Some Other Race,1832.2
White,1832.21
White,1832.22
Some Other Race,1833.0
White,1834.01
White,1834.02
Some Other Race,1835.1
Some Other Race,1835.2
Some Other Race,1836.1
Some Other Race,1836.2
Some Other Race,1837.01
White,1837.02
Some Other Race,1838.1
Some Other Race,1838.2
White,1851.01
White,1851.02
White,1852.02
Some Other Race,1852.03
White,1852.04
Some Other Race,1853.1
Some Other Race,1853.2
White,1861.0
Asian,1862.01
White,1862.02
White,1862.03
Some Other Race,1863.01
White,1863.02
Some Other Race,1864.01
Some Other Race,1864.03
Some Other Race,1864.04
White,1871.01
Some Other Race,1871.02
Some Other Race,1872.0
White,1873.0
White,1881.0
White,1882.01
White,1882.02
White,1883.0
White,1891.01
White,1891.02
White,1892.01
White,1892.02
White,1893.0
White,1894.0
White,1895.01
White,1895.02
White,1896.0
White,1897.02
White,1897.03
White,1897.04
White,1898.01
White,1898.02
White,1899.03
White,1899.04
White,1899.05
White,1899.06
White,1899.07
White,1901.01
White,1901.02
White,1902.01
White,1902.02
White,1903.02
White,1903.03
White,1904.01
White,1904.02
White,1905.1
White,1905.2
White,1907.01
White,1907.02
White,1908.01
White,1908.02
Some Other Race,1909.01
Some Other Race,1909.02
White,1910.0
White,1911.1
White,1911.2
White,1912.01
White,1912.03
White,1912.04
Some Other Race,1913.01
White,1913.02
Some Other Race,1914.1
Some Other Race,1914.2
Some Other Race,1915.0
Some Other Race,1916.1
Some Other Race,1916.2
Some Other Race,1917.1
Some Other Race,1917.2
Some Other Race,1918.1
White,1918.2
White,1919.01
White,1919.02
White,1920.01
White,1920.02
White,1923.0
White,1924.1
Asian,1924.2
Some Other Race,1925.1
Some Other Race,1925.2
Some Other Race,1926.1
Some Other Race,1926.2
Some Other Race,1927.0
White,1941.01
White,1941.02
White,1942.0
White,1943.0
White,1944.01
White,1944.02
White,1945.0
White,1951.0
White,1952.01
White,1952.02
White,1953.0
White,1954.0
White,1955.0
White,1956.0
Some Other Race,1957.1
White,1957.2
Some Other Race,1958.02
White,1958.03
White,1958.04
White,1959.01
White,1959.02
White,1959.03
Asian,1972.0
White,1973.0
White,1974.1
White,1974.2
White,1975.0
White,1976.0
Asian,1977.0
Some Other Race,1990.01
Some Other Race,1990.02
Some Other Race,1991.1
Some Other Race,1991.2
Some Other Race,1992.01
Some Other Race,1992.02
White,1993.0
Some Other Race,1994.0
Some Other Race,1997.0
Some Other Race,1998.01
Asian,1998.02
Some Other Race,1999.0
Some Other Race,2011.1
Some Other Race,2011.2
Some Other Race,2012.0
Some Other Race,2013.01
Asian,2013.02
Some Other Race,2014.01
Some Other Race,2014.02
Some Other Race,2015.01
Some Other Race,2015.03
Some Other Race,2015.04
Some Other Race,2016.01
Some Other Race,2016.02
Some Other Race,2017.0
Some Other Race,2031.0
Some Other Race,2032.0
Some Other Race,2033.0
Some Other Race,2035.0
Some Other Race,2036.01
Some Other Race,2036.02
Some Other Race,2037.1
Some Other Race,2037.2
Some Other Race,2038.0
Some Other Race,2039.0
Some Other Race,2041.1
Some Other Race,2041.2
Some Other Race,2042.0
Some Other Race,2043.0
Some Other Race,2044.1
Some Other Race,2044.2
Some Other Race,2046.0
Some Other Race,2047.0
Some Other Race,2048.1
Some Other Race,2048.2
Some Other Race,2049.1
Some Other Race,2049.2
Some Other Race,2051.1
Some Other Race,2051.2
Asian,2060.1
Some Other Race,2060.2
Some Other Race,2060.5
White,2060.51
Asian,2060.52
Some Other Race,2060.53
Some Other Race,2060.54
Asian,2062.01
Asian,2062.02
Black or African American,2063.01
Black or African American,2063.02
Black or African American,2063.03
Asian,2071.01
Asian,2071.02
Asian,2071.03
White,2073.03
White,2073.04
White,2073.05
White,2073.06
White,2073.07
White,2073.08
White,2074.0
White,2075.01
Asian,2075.02
White,2077.11
White,2077.12
White,2079.01
White,2079.02
Some Other Race,2080.01
Some Other Race,2080.02
Some Other Race,2083.01
Some Other Race,2083.02
Some Other Race,2084.01
Some Other Race,2084.02
Asian,2085.01
Some Other Race,2085.02
Asian,2086.1
Some Other Race,2086.2
Asian,2087.1
Some Other Race,2087.2
Some Other Race,2088.01
Some Other Race,2088.02
Some Other Race,2089.02
Some Other Race,2089.03
Some Other Race,2089.04
Some Other Race,2091.03
Some Other Race,2091.04
Some Other Race,2091.05
Some Other Race,2091.06
Asian,2092.01
Some Other Race,2092.02
Some Other Race,2093.0
Some Other Race,2094.01
Some Other Race,2094.02
Some Other Race,2094.03
Some Other Race,2095.1
Some Other Race,2095.2
Some Other Race,2098.1
Some Other Race,2098.2
Some Other Race,2100.1
White,2110.0
Some Other Race,2111.21
Asian,2111.22
Asian,2111.23
Asian,2111.24
Some Other Race,2112.01
Some Other Race,2112.02
Some Other Race,2113.1
Some Other Race,2113.2
Asian,2114.1
Asian,2114.2
White,2115.0
Asian,2117.01
Asian,2117.03
Asian,2117.04
Asian,2118.02
Asian,2118.03
Asian,2118.04
Some Other Race,2119.1
Asian,2119.21
Asian,2119.22
Asian,2121.01
Asian,2121.02
Some Other Race,2122.02
Some Other Race,2122.03
Some Other Race,2122.04
Some Other Race,2123.03
Some Other Race,2123.04
Some Other Race,2123.05
Asian,2123.06
Asian,2124.1
Some Other Race,2124.2
Some Other Race,2125.01
Asian,2125.02
Asian,2126.1
Asian,2126.2
Asian,2127.01
Asian,2127.02
Some Other Race,2128.0
Some Other Race,2129.0
Asian,2131.0
Asian,2132.01
Some Other Race,2132.02
Some Other Race,2133.1
Some Other Race,2133.2
Some Other Race,2134.01
Some Other Race,2134.02
White,2140.0
White,2141.0
White,2144.0
White,2145.01
White,2145.03
White,2145.04
White,2145.05
White,2146.0
White,2147.0
White,2148.0
White,2149.02
White,2149.03
White,2149.04
White,2151.01
White,2151.02
White,2161.0
White,2162.01
White,2162.02
White,2163.01
White,2163.02
White,2164.01
White,2164.02
White,2167.0
White,2168.0
White,2169.01
White,2169.02
White,2170.01
White,2170.02
Some Other Race,2171.01
White,2171.02
White,2172.0
Some Other Race,2181.1
Some Other Race,2181.2
Some Other Race,2182.1
Some Other Race,2182.2
Some Other Race,2183.0
Some Other Race,2184.0
Some Other Race,2185.0
Some Other Race,2186.0
Black or African American,2187.01
Some Other Race,2187.02
Some Other Race,2188.0
Some Other Race,2189.0
Some Other Race,2190.1
Some Other Race,2190.2
Some Other Race,2193.0
Black or African American,2195.0
Some Other Race,2197.0
Some Other Race,2198.0
Some Other Race,2199.01
Some Other Race,2199.02
Black or African American,2200.0
Black or African American,2201.0
Some Other Race,2211.1
Some Other Race,2211.2
Some Other Race,2212.1
Some Other Race,2212.2
Some Other Race,2213.02
Some Other Race,2213.03
Some Other Race,2213.04
Black or African American,2214.01
Some Other Race,2214.02
Some Other Race,2215.0
Some Other Race,2216.01
Some Other Race,2216.02
Some Other Race,2217.1
Some Other Race,2218.1
Asian,2218.2
White,2219.0
Some Other Race,2220.01
Some Other Race,2220.02
Some Other Race,2221.0
Some Other Race,2222.0
Some Other Race,2225.0
Some Other Race,2226.0
White,2227.0
Some Other Race,2240.1
Some Other Race,2240.2
Some Other Race,2242.0
Some Other Race,2243.1
Some Other Race,2243.2
Some Other Race,2244.1
Some Other Race,2244.2
Some Other Race,2246.0
Asian,2247.01
White,2247.02
Some Other Race,2260.01
White,2260.02
Some Other Race,2264.1
Some Other Race,2264.2
Some Other Race,2267.01
Some Other Race,2267.02
Some Other Race,2270.1
Some Other Race,2270.2
Some Other Race,2281.0
Some Other Race,2282.1
Some Other Race,2282.2
Some Other Race,2283.1
Some Other Race,2283.2
Some Other Race,2284.1
Some Other Race,2284.2
Some Other Race,2285.0
Some Other Race,2286.0
Some Other Race,2287.1
Some Other Race,2287.2
Some Other Race,2288.0
Some Other Race,2289.0
Some Other Race,2291.0
Some Other Race,2292.0
Some Other Race,2293.0
Some Other Race,2294.1
Some Other Race,2294.2
Some Other Race,2311.0
Some Other Race,2312.1
Some Other Race,2312.2
Some Other Race,2313.01
Some Other Race,2313.02
Some Other Race,2314.0
Some Other Race,2315.0
Some Other Race,2316.01
Some Other Race,2316.02
Some Other Race,2316.03
Some Other Race,2317.1
Some Other Race,2317.2
Some Other Race,2318.0
Some Other Race,2319.01
Some Other Race,2319.02
Some Other Race,2321.1
Some Other Race,2321.2
Some Other Race,2322.0
Some Other Race,2323.0
Some Other Race,2324.01
Some Other Race,2324.02
Some Other Race,2325.0
Some Other Race,2326.01
Some Other Race,2326.02
Some Other Race,2327.01
Some Other Race,2327.02
Some Other Race,2328.0
Black or African American,2340.01
Black or African American,2340.02
Black or African American,2342.0
Black or African American,2343.01
Black or African American,2343.02
Black or African American,2345.01
Black or African American,2345.02
Black or African American,2346.0
Black or African American,2347.0
Black or African American,2348.0
Black or African American,2349.01
Black or African American,2349.02
Black or African American,2351.0
Black or African American,2352.01
Black or African American,2352.02
Black or African American,2360.01
Black or African American,2361.01
Black or African American,2361.02
Black or African American,2362.03
Black or African American,2362.04
Black or African American,2362.05
Black or African American,2362.06
Black or African American,2364.0
Some Other Race,2371.01
Some Other Race,2371.02
Some Other Race,2372.01
Some Other Race,2372.02
Black or African American,2373.0
Some Other Race,2374.01
Some Other Race,2374.02
Some Other Race,2375.0
Some Other Race,2376.0
Some Other Race,2377.1
Some Other Race,2377.2
Black or African American,2378.0
Black or African American,2379.0
Black or African American,2380.0
Black or African American,2381.0
Black or African American,2382.0
Some Other Race,2383.1
Some Other Race,2383.2
Black or African American,2384.0
Some Other Race,2392.01
Some Other Race,2392.02
Some Other Race,2393.1
Some Other Race,2393.2
Some Other Race,2393.3
Some Other Race,2395.01
Some Other Race,2395.02
Some Other Race,2396.01
Some Other Race,2396.02
Some Other Race,2397.01
Some Other Race,2397.02
Some Other Race,2398.01
Some Other Race,2398.02
Some Other Race,2400.1
Some Other Race,2400.2
Some Other Race,2402.0
Some Other Race,2403.01
Some Other Race,2403.02
Some Other Race,2404.01
Some Other Race,2404.02
Some Other Race,2405.0
Some Other Race,2406.0
Some Other Race,2407.0
Some Other Race,2408.0
Some Other Race,2409.01
Some Other Race,2409.02
Some Other Race,2410.01
Some Other Race,2410.02
Some Other Race,2411.1
Some Other Race,2411.2
Some Other Race,2412.01
Some Other Race,2412.02
Some Other Race,2413.0
Some Other Race,2414.0
Some Other Race,2420.0
Some Other Race,2421.0
Some Other Race,2422.01
Some Other Race,2422.02
Some Other Race,2423.0
Some Other Race,2426.0
Some Other Race,2427.0
Some Other Race,2430.01
Some Other Race,2430.02
Some Other Race,2431.0
White,2611.02
White,2611.03
White,2611.04
White,2612.0
White,2621.0
White,2622.0
White,2623.01
White,2623.02
White,2623.03
White,2624.0
White,2625.01
White,2626.01
White,2626.04
White,2627.04
White,2627.06
White,2628.02
White,2640.0
White,2641.02
White,2641.03
White,2643.03
White,2643.04
White,2643.05
White,2643.06
White,2651.0
White,2652.01
White,2652.03
White,2652.04
Asian,2653.01
White,2653.03
White,2653.04
White,2653.06
Asian,2653.07
White,2654.1
White,2654.2
White,2655.21
White,2655.22
White,2655.23
White,2655.24
White,2656.01
White,2656.02
White,2657.01
White,2657.02
White,2671.01
White,2671.02
White,2672.01
White,2672.02
White,2673.0
White,2674.03
White,2674.04
White,2674.05
White,2674.06
White,2675.02
White,2675.03
White,2675.04
White,2676.0
White,2677.0
White,2678.0
White,2679.01
White,2679.02
White,2690.0
White,2691.0
White,2693.0
White,2695.0
Some Other Race,2696.01
Some Other Race,2696.02
White,2697.0
White,2698.0
White,2699.03
White,2699.05
White,2699.06
White,2699.07
White,2699.08
White,2699.09
White,2701.01
White,2701.02
Some Other Race,2702.0
White,2703.0
White,2711.0
White,2712.0
White,2713.0
White,2714.0
White,2715.0
White,2716.0
White,2717.02
White,2717.03
White,2717.04
White,2718.01
White,2718.03
White,2718.04
White,2719.01
White,2719.02
White,2721.0
White,2722.01
White,2722.02
White,2723.01
White,2723.02
White,2731.0
White,2732.0
White,2733.0
White,2734.03
White,2734.04
White,2735.02
White,2736.0
White,2737.0
White,2738.0
White,2739.02
White,2741.0
White,2742.02
White,2751.01
Some Other Race,2751.02
White,2752.0
White,2753.11
White,2753.12
White,2753.13
White,2754.0
Some Other Race,2755.0
White,2756.03
White,2756.04
White,2756.05
White,2760.0
White,2761.01
Black or African American,2761.02
White,2764.0
White,2765.0
White,2766.01
White,2766.05
White,2766.06
White,2766.07
White,2766.08
White,2770.0
White,2771.0
Black or African American,2772.0
White,2774.0
White,2780.01
White,2781.02
Black or African American,2911.1
Some Other Race,2911.2
Some Other Race,2911.3
Some Other Race,2912.1
Some Other Race,2912.2
Asian,2913.0
Some Other Race,2920.01
White,2920.02
Some Other Race,2932.03
Some Other Race,2932.04
Some Other Race,2932.05
Some Other Race,2932.06
Asian,2933.01
Asian,2933.02
Some Other Race,2933.04
White,2933.06
Some Other Race,2933.07
Some Other Race,2941.1
Some Other Race,2941.2
Some Other Race,2942.0
Some Other Race,2943.01
Some Other Race,2943.02
Some Other Race,2944.1
Some Other Race,2944.21
Some Other Race,2945.1
Some Other Race,2945.2
Some Other Race,2946.1
Some Other Race,2946.2
Some Other Race,2947.01
Some Other Race,2948.1
Some Other Race,2948.2
Some Other Race,2948.3
Some Other Race,2949.0
White,2951.03
Some Other Race,2962.1
Some Other Race,2962.2
White,2963.0
White,2964.01
White,2964.02
Some Other Race,2965.0
Some Other Race,2966.0
Some Other Race,2969.01
White,2969.02
White,2970.01
White,2970.02
Some Other Race,2971.1
Some Other Race,2971.2
Some Other Race,2972.01
White,2972.02
White,2973.0
White,2974.0
White,2975.01
White,2975.02
White,2976.01
White,2976.02
White,3001.0
White,3002.0
White,3003.01
White,3004.0
White,3005.01
White,3005.03
White,3006.01
White,3006.02
White,3007.01
White,3007.02
White,3008.0
White,3009.01
White,3009.02
White,3010.0
White,3011.0
White,3012.03
White,3012.04
White,3012.05
White,3012.06
White,3013.0
White,3014.0
White,3015.01
White,3015.02
White,3016.01
White,3016.02
White,3017.01
White,3017.02
White,3018.01
White,3018.02
White,3019.01
White,3019.02
White,3020.02
White,3020.03
White,3020.04
White,3021.02
White,3021.03
White,3021.04
White,3022.01
White,3022.02
White,3023.01
White,3023.02
White,3024.01
White,3025.03
White,3025.04
White,3025.05
White,3025.06
White,3101.0
White,3102.01
White,3102.02
White,3103.0
White,3104.0
White,3105.01
White,3106.01
White,3106.02
White,3107.01
White,3107.03
White,3107.04
White,3107.05
White,3108.0
White,3109.0
White,3110.0
White,3111.0
White,3112.0
White,3113.0
White,3114.0
White,3115.0
White,3116.01
White,3116.02
White,3117.0
White,3118.01
White,3118.02
Some Other Race,3201.01
Some Other Race,3201.02
Some Other Race,3202.01
Some Other Race,3202.02
Some Other Race,3203.0
White,4002.05
White,4002.06
White,4002.07
White,4002.08
White,4002.09
White,4003.04
White,4004.02
White,4004.03
White,4004.04
White,4005.01
Some Other Race,4006.02
White,4006.03
Asian,4006.05
White,4008.01
White,4010.01
White,4010.02
White,4011.01
White,4011.02
White,4012.01
White,4012.02
White,4012.03
White,4013.03
White,4013.04
White,4013.11
White,4013.12
White,4015.0
White,4016.01
White,4016.02
White,4017.05
White,4017.06
White,4017.07
White,4018.01
White,4018.02
White,4019.01
White,4019.02
White,4020.01
White,4020.02
Some Other Race,4021.01
Some Other Race,4021.02
White,4022.0
Some Other Race,4023.01
Some Other Race,4023.03
Some Other Race,4023.04
Some Other Race,4024.03
White,4024.04
Some Other Race,4024.05
Some Other Race,4024.06
Some Other Race,4025.01
Some Other Race,4025.03
Some Other Race,4025.04
Some Other Race,4026.01
Some Other Race,4026.02
Some Other Race,4027.02
Some Other Race,4027.03
Some Other Race,4027.05
Some Other Race,4027.06
Some Other Race,4028.01
Some Other Race,4028.03
Some Other Race,4028.04
Some Other Race,4029.02
Some Other Race,4029.03
Some Other Race,4029.04
Some Other Race,4030.0
Asian,4033.05
Asian,4033.16
Asian,4033.17
Asian,4033.18
Asian,4033.19
Asian,4033.2
Asian,4033.21
Asian,4033.23
Asian,4033.24
Asian,4033.25
Asian,4033.26
Asian,4033.27
Asian,4033.28
Asian,4034.01
Asian,4034.02
Asian,4034.03
Asian,4034.04
Asian,4034.07
Asian,4034.08
Asian,4034.09
White,4035.0
White,4036.01
White,4037.02
White,4037.03
White,4037.21
Some Other Race,4037.22
White,4038.01
White,4038.02
White,4039.01
White,4039.02
Some Other Race,4040.0
Some Other Race,4041.0
Some Other Race,4042.01
White,4042.03
Some Other Race,4043.01
Some Other Race,4043.02
Some Other Race,4044.01
Some Other Race,4044.02
Some Other Race,4045.01
Some Other Race,4045.03
Some Other Race,4045.04
Some Other Race,4046.0
Some Other Race,4047.01
Some Other Race,4047.02
Some Other Race,4047.03
Some Other Race,4048.04
Some Other Race,4048.05
Some Other Race,4048.06
Some Other Race,4049.01
Some Other Race,4049.02
Some Other Race,4049.03
Some Other Race,4050.01
Some Other Race,4050.02
Some Other Race,4051.01
Some Other Race,4051.02
Some Other Race,4052.01
Some Other Race,4052.02
Some Other Race,4052.03
Some Other Race,4053.01
Some Other Race,4053.02
Some Other Race,4054.0
Some Other Race,4055.0
Asian,4056.0
Some Other Race,4057.01
Some Other Race,4057.02
Some Other Race,4058.0
White,4059.0
White,4060.0
White,4061.01
White,4061.03
Some Other Race,4062.01
Asian,4063.0
Some Other Race,4064.13
Some Other Race,4065.0
Asian,4066.01
Some Other Race,4066.02
Some Other Race,4067.01
Some Other Race,4067.02
Asian,4068.01
Some Other Race,4069.03
Some Other Race,4070.01
Some Other Race,4070.02
Some Other Race,4071.01
Some Other Race,4071.02
Some Other Race,4072.01
Some Other Race,4072.02
Some Other Race,4073.01
Some Other Race,4073.02
Asian,4074.0
Some Other Race,4075.01
Some Other Race,4075.02
Some Other Race,4076.01
Some Other Race,4076.02
Some Other Race,4077.01
Some Other Race,4077.02
Some Other Race,4078.01
Some Other Race,4078.02
Some Other Race,4079.01
Asian,4079.02
Asian,4080.03
Asian,4080.04
Asian,4080.05
Asian,4080.06
Asian,4081.33
Asian,4081.34
Asian,4081.35
Asian,4081.36
Asian,4081.37
Some Other Race,4081.38
Some Other Race,4081.39
Some Other Race,4081.4
Some Other Race,4081.41
Asian,4082.12
Asian,4082.13
Some Other Race,4083.01
Some Other Race,4083.02
Some Other Race,4083.03
Some Other Race,4084.01
Some Other Race,4084.02
Asian,4085.03
Asian,4085.04
Asian,4085.05
Asian,4086.23
Asian,4086.24
Asian,4086.25
Asian,4086.26
Asian,4086.27
Asian,4086.28
Asian,4086.29
Asian,4086.31
Asian,4087.03
Asian,4087.05
Asian,4087.07
Asian,4087.22
Some Other Race,4087.24
Asian,4087.25
Some Other Race,4088.0
White,4089.0
Some Other Race,4090.0
Some Other Race,4091.0
White,4300.03
White,4300.04
White,4300.05
White,4301.01
Some Other Race,4301.02
White,4302.0
White,4303.01
White,4303.02
Asian,4304.0
White,4305.01
White,4305.02
Asian,4306.0
Asian,4307.01
Asian,4307.21
Asian,4307.23
Asian,4307.24
Asian,4308.01
Asian,4308.02
Asian,4308.03
White,4309.01
White,4309.02
White,4310.02
White,4310.03
White,4310.04
Some Other Race,4311.0
Some Other Race,4312.0
White,4313.0
Asian,4314.0
Asian,4315.01
Asian,4315.02
Asian,4316.0
Asian,4317.01
Asian,4318.0
Asian,4319.0
Asian,4320.01
Asian,4320.02
Asian,4321.01
Asian,4321.02
Asian,4322.01
Asian,4322.02
Asian,4323.0
Asian,4324.01
Asian,4324.02
Asian,4325.01
Asian,4325.02
Asian,4326.01
Asian,4326.02
Some Other Race,4327.0
Asian,4328.01
Some Other Race,4328.02
Asian,4329.01
Asian,4329.02
Asian,4331.03
Some Other Race,4332.0
Some Other Race,4333.02
Some Other Race,4333.04
Some Other Race,4333.05
Some Other Race,4333.06
Some Other Race,4333.07
Some Other Race,4334.02
Some Other Race,4334.03
Some Other Race,4335.05
Some Other Race,4335.06
Asian,4336.01
Asian,4336.02
Some Other Race,4338.03
Some Other Race,4338.04
Some Other Race,4339.01
Some Other Race,4339.03
Some Other Race,4340.01
Some Other Race,4340.03
Some Other Race,4340.04
Some Other Race,4341.0
White,4600.01
White,4600.02
White,4601.01
White,4602.0
White,4603.01
White,4603.02
Black or African American,4604.01
White,4605.01
White,4605.02
White,4606.01
White,4607.0
White,4608.0
Some Other Race,4609.0
Some Other Race,4610.0
White,4611.0
White,4612.0
White,4613.0
White,4614.0
White,4615.01
Some Other Race,4615.02
Some Other Race,4616.0
White,4617.0
Some Other Race,4619.01
White,4619.02
Some Other Race,4620.01
Some Other Race,4620.02
White,4621.0
White,4622.01
White,4622.02
White,4623.01
White,4623.02
White,4624.0
White,4625.0
White,4626.0
White,4627.0
White,4628.0
White,4629.0
White,4630.0
Asian,4631.03
White,4632.0
White,4633.0
White,4634.0
White,4635.0
White,4636.01
White,4636.02
White,4637.0
White,4638.0
White,4639.0
White,4640.0
Asian,4641.01
Asian,4641.02
Asian,4642.0
Asian,4800.02
Asian,4800.11
Asian,4800.12
Asian,4801.01
Asian,4801.02
Asian,4802.01
Asian,4802.02
Asian,4803.02
Asian,4803.03
Asian,4803.04
Asian,4804.0
White,4805.0
White,4806.01
White,4806.02
Asian,4807.02
White,4807.03
Asian,4807.04
Asian,4808.02
Asian,4808.03
Asian,4808.04
Asian,4809.01
Asian,4809.02
Asian,4809.03
Asian,4810.01
Asian,4810.02
Asian,4811.01
Asian,4811.02
Asian,4811.03
Asian,4812.01
Asian,4812.03
Asian,4813.0
Asian,4814.01
Asian,4814.03
Asian,4814.04
Asian,4815.0
Asian,4816.03
Asian,4816.04
Asian,4816.05
Asian,4816.06
Asian,4817.11
Asian,4817.12
Asian,4817.13
Asian,4817.14
Asian,4818.0
Asian,4819.01
Asian,4819.02
Asian,4820.01
Asian,4820.02
Asian,4821.01
Asian,4821.02
Asian,4822.01
Asian,4822.02
Asian,4823.01
Asian,4823.03
Asian,4823.04
Asian,4824.01
Asian,4824.03
Asian,4824.04
Asian,4825.02
Asian,4825.03
Asian,4825.21
Asian,4825.22
Asian,4826.0
Asian,4827.01
Asian,4827.02
Asian,4828.01
White,5001.0
White,5002.02
White,5002.03
White,5002.04
White,5003.0
Some Other Race,5004.02
Some Other Race,5004.03
Some Other Race,5004.04
Some Other Race,5005.0
Some Other Race,5006.0
Some Other Race,5007.0
Some Other Race,5008.0
Some Other Race,5009.0
Some Other Race,5010.01
Some Other Race,5010.02
Some Other Race,5012.0
White,5013.01
Some Other Race,5013.02
Some Other Race,5014.0
White,5015.01
Some Other Race,5015.03
Some Other Race,5015.04
White,5016.0
White,5017.0
White,5018.02
Some Other Race,5018.03
Some Other Race,5018.04
White,5019.0
Some Other Race,5020.03
Some Other Race,5020.04
Some Other Race,5020.05
Some Other Race,5021.0
Some Other Race,5022.0
Some Other Race,5023.03
Some Other Race,5024.01
Some Other Race,5024.02
Some Other Race,5025.0
Some Other Race,5026.02
Some Other Race,5026.03
Some Other Race,5026.04
Some Other Race,5027.0
Some Other Race,5028.01
Some Other Race,5029.01
Some Other Race,5030.0
Some Other Race,5031.03
Some Other Race,5031.04
Some Other Race,5031.05
Some Other Race,5031.06
Some Other Race,5032.01
Some Other Race,5032.02
White,5033.01
Some Other Race,5033.02
White,5034.01
White,5034.02
Some Other Race,5035.01
White,5035.02
White,5036.01
White,5036.02
White,5037.01
White,5037.02
Asian,5037.04
White,5037.05
White,5038.01
White,5038.02
White,5039.01
White,5039.02
White,5040.01
White,5040.02
Some Other Race,5041.01
Some Other Race,5042.0
Asian,5300.05
Some Other Race,5300.06
Some Other Race,5300.07
Some Other Race,5301.01
Some Other Race,5301.02
Some Other Race,5302.02
Some Other Race,5302.03
Some Other Race,5302.04
Some Other Race,5303.01
Some Other Race,5303.02
Some Other Race,5304.0
Some Other Race,5305.0
Some Other Race,5306.03
Some Other Race,5307.0
Some Other Race,5308.01
Some Other Race,5308.02
Some Other Race,5309.01
Some Other Race,5309.02
Some Other Race,5310.0
Some Other Race,5311.01
Some Other Race,5311.02
Some Other Race,5312.01
Some Other Race,5312.02
Some Other Race,5313.01
Some Other Race,5313.02
Some Other Race,5315.02
Some Other Race,5315.03
Some Other Race,5315.04
Some Other Race,5316.02
Some Other Race,5316.03
Some Other Race,5316.04
Some Other Race,5317.01
Some Other Race,5317.02
Some Other Race,5318.0
Some Other Race,5319.01
Some Other Race,5319.02
Some Other Race,5320.01
Some Other Race,5320.02
Some Other Race,5321.01
Some Other Race,5321.02
Some Other Race,5322.0
Some Other Race,5323.02
Some Other Race,5323.03
Some Other Race,5323.04
Some Other Race,5325.0
Some Other Race,5326.05
Some Other Race,5326.06
Some Other Race,5326.07
Some Other Race,5327.0
Some Other Race,5328.0
Some Other Race,5329.0
Some Other Race,5330.01
Some Other Race,5330.02
Some Other Race,5331.03
Some Other Race,5331.04
Some Other Race,5331.05
Some Other Race,5331.08
Some Other Race,5332.01
Some Other Race,5332.04
Some Other Race,5333.0
Some Other Race,5334.01
Some Other Race,5334.02
Some Other Race,5334.03
Some Other Race,5335.01
Some Other Race,5335.04
Some Other Race,5336.01
Some Other Race,5336.02
Some Other Race,5336.03
Some Other Race,5337.01
Some Other Race,5337.02
Some Other Race,5337.03
Some Other Race,5338.03
Some Other Race,5338.04
Some Other Race,5338.05
Some Other Race,5338.06
Some Other Race,5339.01
Some Other Race,5339.02
Some Other Race,5340.01
Some Other Race,5340.02
Some Other Race,5341.01
Some Other Race,5341.02
Some Other Race,5342.01
Some Other Race,5342.02
Some Other Race,5342.03
Some Other Race,5343.01
Some Other Race,5343.02
Some Other Race,5344.03
Some Other Race,5344.04
Some Other Race,5344.05
Some Other Race,5344.06
Some Other Race,5345.01
Some Other Race,5345.02
Some Other Race,5347.0
Some Other Race,5348.02
Some Other Race,5348.03
Some Other Race,5348.04
Some Other Race,5349.0
Some Other Race,5350.01
Some Other Race,5350.02
Some Other Race,5351.01
Some Other Race,5351.02
Some Other Race,5352.0
Some Other Race,5353.0
Some Other Race,5354.0
Some Other Race,5355.01
Some Other Race,5355.02
Some Other Race,5355.03
Some Other Race,5356.03
Some Other Race,5356.04
Some Other Race,5356.05
Some Other Race,5356.06
Some Other Race,5356.07
Some Other Race,5357.01
Some Other Race,5357.02
Some Other Race,5358.02
Some Other Race,5358.03
Some Other Race,5358.04
Some Other Race,5359.01
Some Other Race,5359.02
Some Other Race,5360.0
Some Other Race,5361.02
Some Other Race,5361.03
Some Other Race,5361.04
Some Other Race,5362.01
